Customer ID,Age,Gender,Annual Income,Spending Score,Purchase Frequency,Cluster,PCA1,PCA2
CUST1152,21,0,37,86,5,2,-1.6049384086592526,-0.5999207781745517
CUST1068,24,1,38,96,2,2,-1.5389816305179722,-2.059112273536876
CUST1358,21,0,19,86,3,2,-1.6328630560272501,-1.0416809115528365
CUST1300,25,1,17,71,13,2,-1.1168164428958014,-1.1653754691947427
CUST1372,18,0,26,71,17,2,-1.594720209503455,0.5234515391942955
CUST1084,20,0,22,97,10,2,-2.0387248559627973,-0.2455955294715711
CUST1004,22,1,36,91,14,2,-1.6947183501905636,-0.8089123371574497
CUST1343,20,1,17,92,15,2,-1.8878530477254263,-0.9473545522438614
CUST1016,24,0,15,74,9,2,-1.303265596462272,-0.4500944036497564
CUST1070,22,1,17,70,18,2,-1.3068255665535309,-0.6402793541721962
CUST1348,18,1,19,70,4,2,-1.2823250447165377,-2.1304041548900474
CUST1238,24,0,29,88,8,2,-1.5821056213057254,-0.366909755150607
CUST1326,19,0,28,99,9,2,-2.1001243539018115,-0.2785738333049078
CUST1171,21,1,17,71,10,2,-1.2603195969568957,-1.500834722179672
CUST1151,18,0,15,90,14,2,-2.0445271352109637,0.08140678032968589
CUST1194,21,0,19,81,4,2,-1.526803308379403,-0.9393141745768561
CUST1193,23,0,37,95,7,2,-1.7578909061289294,-0.36974211838893495
CUST1209,19,1,28,75,17,2,-1.5185499310315103,-0.614031573599577
CUST1270,19,1,21,92,5,2,-1.7750718067748574,-1.9729235965705325
CUST1200,18,0,23,73,20,2,-1.6966563500546383,0.8093336033798506
CUST1346,19,1,29,92,7,2,-1.7789876778644906,-1.6574025905038958
CUST1254,22,0,29,80,6,2,-1.4533039019511915,-0.5961087919096878
CUST1245,19,1,24,93,20,2,-2.0100825732707497,-0.32509945372061383
CUST1173,21,0,27,96,6,2,-1.8929808511961856,-0.609098823112182
CUST1359,21,0,33,86,20,2,-1.8380867599603434,0.9585563525306777
CUST1049,24,1,21,75,1,2,-1.0712500285500668,-2.4015557256325892
CUST1174,21,0,31,93,1,2,-1.7343215948283575,-1.0978663018104267
CUST1269,24,1,34,74,5,2,-1.0644831481514803,-1.8093650747193457
CUST1142,21,1,18,89,2,2,-1.5742964077607577,-2.3286964118401365
CUST1392,22,0,19,71,12,2,-1.3559522749397486,-0.08757541380820268
CUST1192,25,0,37,75,19,2,-1.3574122675381437,0.9046759947137353
CUST1178,24,1,21,91,11,2,-1.6046039076710519,-1.3132332361214236
CUST1099,20,0,27,80,4,2,-1.5240765112093302,-0.8427186699188115
CUST1191,23,0,29,85,12,2,-1.6153262543829479,0.05579461003968465
CUST1102,18,0,25,85,7,2,-1.789073725682532,-0.54810617225196
CUST1092,21,0,18,70,12,2,-1.3818819443815438,-0.10459512373064118
CUST1026,19,0,27,78,11,2,-1.625530351185304,-0.09724012537600638
CUST1037,25,1,21,97,12,2,-1.7173063235786052,-1.1966744716888116
CUST1230,21,1,33,96,6,2,-1.754367648591791,-1.7034209512522769
CUST1395,19,0,36,75,3,2,-1.4068684068050523,-0.8446825967444047
CUST1003,23,0,16,85,7,2,-1.5832482137385222,-0.6446405160087537
CUST1160,23,0,24,98,6,2,-1.8570417715414107,-0.6381789669231289
CUST1239,23,1,27,72,10,2,-1.158837065192057,-1.3667836235120125
CUST1278,19,0,39,89,5,2,-1.7648154307355073,-0.5785664319620903
CUST1103,21,1,35,97,19,2,-1.9631741810777084,-0.2827504253508411
CUST1001,23,1,20,96,6,2,-1.7019675311643605,-1.8606994684279434
CUST1334,22,1,26,73,19,2,-1.3653155772149619,-0.4164604184034462
CUST1202,42,0,87,42,19,1,0.39600472963972455,1.5616190321968364
CUST1061,47,1,132,55,7,1,0.7556475324223262,-0.2977327545630873
CUST1207,35,1,139,43,18,1,0.3433529119837197,0.9177984414550335
CUST1390,48,1,84,57,5,0,0.6307961691623243,-1.112834849658506
CUST1138,39,0,147,56,13,1,0.19641261720719416,1.6789308832920562
CUST1130,49,1,85,46,11,0,0.8583703184186235,-0.463981503402542
CUST1349,37,0,126,44,20,1,0.22270507391045255,2.1460948560503046
CUST1065,46,1,134,51,3,1,0.8704989245747269,-0.7088790038062757
CUST1096,35,0,119,56,13,1,-0.08032641731887519,1.3117966301604906
CUST1356,38,0,131,52,2,1,0.3568100766309434,0.28970024012728673
CUST1203,49,0,95,42,9,0,0.8966933436627503,0.6138750321127276
CUST1382,47,0,92,48,17,1,0.5308905845892963,1.4331675006182463
CUST1386,39,1,109,56,14,1,0.18023339567014263,0.13642144708937007
CUST1220,50,1,98,56,6,1,0.7786223216126328,-0.8229824940105998
CUST1157,41,0,96,59,4,1,0.1876137165010195,0.07949888243380215
CUST1186,35,1,142,55,6,1,0.23942544527372028,-0.31975256933695323
CUST1113,50,0,98,52,10,1,0.6969399708319131,0.7722240268449774
CUST1162,37,0,137,58,16,1,-0.021604677686682287,1.8696132100299818
CUST1337,50,1,134,56,1,1,0.9667189026994512,-0.9048458962319634
CUST1018,36,0,141,43,15,1,0.3211909486402131,1.7947334892832065
CUST1105,43,0,102,51,7,1,0.44963461513548786,0.4760322792639577
CUST1050,44,1,88,48,17,1,0.4969740816025334,0.20235772267229005
CUST1147,49,0,91,58,8,1,0.5122388293652745,0.47178849750398233
CUST1331,40,0,80,51,1,1,0.3270611449623881,-0.45553143596783674
CUST1089,44,0,137,48,17,1,0.53348373051511,1.990995051026448
CUST1370,37,0,80,46,5,1,0.248349276693101,-0.041618665160092584
CUST1365,42,1,113,53,14,1,0.40611112453215154,0.19422675142863546
CUST1327,48,1,127,59,5,1,0.7194088422998516,-0.5680473561653484
CUST1350,42,1,80,58,13,1,0.19497766597412156,-0.3247291056757827
CUST1008,36,0,95,54,13,1,-0.06154570967572783,1.010279652724202
CUST1214,50,0,140,55,20,1,0.6112763847298418,2.378015751720098
CUST1210,49,1,143,60,19,1,0.5873812884379245,1.140038974245791
CUST1304,40,0,142,44,10,1,0.5612805198548811,1.2856774611565625
CUST1058,41,0,148,42,1,1,0.8078300692217449,0.39749419667728436
CUST1366,36,0,101,51,18,1,-0.0434597788950654,1.6194085205748794
CUST1091,49,0,146,59,12,1,0.6044343310556257,1.5961427291792185
CUST1265,45,1,105,60,10,1,0.41104902180504715,-0.3187180751753555
CUST1150,44,1,95,43,4,0,0.8310401931608915,-1.1086160807548058
CUST1122,36,1,130,60,9,1,0.08327689947641441,-0.14113067648753597
CUST1098,44,0,136,55,1,1,0.5963505187092515,0.2689908657424863
CUST1279,35,1,108,46,7,1,0.33383054262619477,-0.650517357326719
CUST1115,42,1,148,52,10,1,0.6004802889604806,0.20602466555823024
CUST1290,35,0,126,60,19,1,-0.24280602442632185,2.047671624036743
CUST1250,43,0,141,49,17,1,0.4751727640718437,2.039054150812905
CUST1025,45,1,148,46,13,1,0.8419917160012592,0.5321900062192069
CUST1046,40,1,95,53,7,1,0.3578644003811489,-0.7906899908224212
CUST1263,50,1,127,44,3,1,1.2048515913050903,-0.7904390574512284
CUST1235,41,1,118,42,6,1,0.7583466907393214,-0.6149645292414464
CUST1391,47,0,112,50,12,1,0.6197407799136182,1.1512807407513175
CUST1076,44,1,102,50,2,1,0.7136613951309687,-1.22792103466822
CUST1341,41,1,89,57,14,1,0.1861943720620881,-0.10824483617791415
CUST1119,44,0,148,54,15,1,0.45299191798338306,1.9212061250111572
CUST1198,37,1,113,51,13,1,0.23462484513442963,0.0679217824432152
CUST1344,36,0,131,48,10,1,0.24206725424621164,1.1370682165609414
CUST1131,43,0,89,49,16,1,0.3242962110200309,1.275345836683677
CUST1227,42,0,98,51,6,1,0.40469615496912914,0.3148556020659015
CUST1182,47,1,137,56,8,1,0.7327228706081294,-0.1263687157720681
CUST1255,46,1,80,45,1,0,0.872853079450117,-1.6109777336657078
CUST1056,44,0,148,46,9,1,0.7343630004717446,1.2697800281469152
CUST1273,41,1,83,53,13,1,0.2783873163759518,-0.29517165677970536
CUST1256,43,1,95,52,10,1,0.4786219368462112,-0.45962653502876577
CUST1378,38,0,103,47,15,1,0.19738665746299267,1.3257756459345635
CUST1082,47,0,81,49,4,0,0.6627390942330588,-0.09915899381060062
CUST1086,38,1,111,48,7,1,0.43577032906672414,-0.6004378505859395
CUST1101,35,0,103,57,9,1,-0.0966454532547514,0.6817342410537528
CUST1011,42,1,91,41,6,0,0.743424464730036,-0.9533736218446937
CUST1347,50,1,129,44,17,1,1.0055016940064474,0.7365166975323304
CUST1338,48,1,114,44,16,1,0.8786422678255189,0.43306080612672365
CUST1106,50,1,112,45,4,0,1.1182458925756311,-0.8715532732835052
CUST1071,48,0,112,58,15,1,0.4293485219200399,1.4843284554543197
CUST1109,46,0,140,47,20,1,0.616897026806286,2.35651407084886
CUST1017,37,0,130,55,4,1,0.2048890088728364,0.4911287265283102
CUST1052,41,0,122,52,19,1,0.2190423673788251,2.009836033888224
CUST1277,49,1,91,40,2,0,1.1546265845348849,-1.3594994341527016
CUST1140,46,1,146,59,11,1,0.5979481783797843,0.30856375004926234
CUST1042,36,0,144,56,3,1,0.1931127038150704,0.558162101517756
CUST1063,36,1,112,46,17,1,0.2465217164417305,0.47604298884927027
CUST1002,50,1,119,52,14,1,0.8245373794112777,0.2963199981069914
CUST1294,41,1,122,43,3,1,0.7910145487908382,-0.8852838116162293
CUST1295,49,1,123,43,13,1,1.0224283370473133,0.227318015519431
CUST1305,40,0,108,45,11,1,0.4141778360559228,0.9647089034321549
CUST1120,37,0,92,58,17,1,-0.17958115367389166,1.4088019892362256
CUST1139,43,1,91,51,20,1,0.3430950782996098,0.5615467121066319
CUST1319,44,0,125,46,20,1,0.4994942358126315,2.159343408525377
CUST1137,49,0,81,49,5,0,0.7418377427275407,0.014938206627534333
CUST1081,48,0,114,58,18,1,0.3916341968279586,1.831370837242627
CUST1368,47,0,87,46,3,0,0.7689898825809364,-0.13361923861187863
CUST1296,40,0,105,42,17,1,0.388913157296848,1.5674874088110085
CUST1274,44,0,113,52,13,1,0.41923994546769905,1.2628802291499994
CUST1248,44,1,86,52,18,1,0.3793087225225649,0.288293241424763
CUST1040,40,1,147,57,15,1,0.309278840477304,0.727790780173565
CUST1231,35,0,137,59,20,1,-0.19832481893565354,2.292819893161679
CUST1283,38,0,108,47,13,1,0.2426952025475467,1.174365505373069
CUST1135,44,1,115,48,14,1,0.6270259102217451,0.22140881008776161
CUST1104,40,1,100,46,18,1,0.38120453420940603,0.44548558484290357
CUST1211,49,0,115,40,13,1,0.9498993650968222,1.2934534491175886
CUST1233,40,0,89,42,16,1,0.35266247069250733,1.2582399530037125
CUST1067,45,0,103,52,11,1,0.46368410857698195,0.925527571785771
CUST1267,46,0,143,56,5,1,0.6295043232253241,0.7942296346512883
CUST1367,39,1,128,40,1,1,0.8181666886442343,-1.0338412568556423
CUST1111,52,0,51,11,2,0,1.7488173716472262,-0.7125508841475348
CUST1033,70,0,66,22,1,0,2.3897488557961255,-0.5581900570315461
CUST1281,54,0,63,15,16,0,1.5784976717679924,0.9513948385832912
CUST1330,70,0,75,14,9,0,2.4940584039061857,0.40570699020592427
CUST1079,54,1,62,10,4,0,1.9919061171621926,-1.523371019111547
CUST1172,59,1,76,30,16,0,1.6116195441214574,-0.022784684216923253
CUST1021,59,1,58,30,2,0,1.7600246118878904,-1.7517230428991188
CUST1249,68,0,75,15,6,0,2.420197263152299,0.07805970857700668
CUST1180,66,0,74,15,20,0,2.1175024188940164,1.5603113770375954
CUST1124,70,1,64,25,10,0,2.2981900229381624,-0.7851809489634184
CUST1252,63,0,74,13,16,0,2.083891359702253,1.119044200055673
CUST1362,58,0,71,20,16,0,1.670801778803083,1.0709489522242401
CUST1116,63,1,64,18,15,0,2.0654999851265905,-0.27962726875903837
CUST1381,50,1,73,12,3,0,1.8057376913184673,-1.5034782817832735
CUST1197,68,1,79,28,7,0,2.223788103640436,-0.9215102935717927
CUST1357,62,1,60,17,5,0,2.176959589426198,-1.4071672379615636
CUST1028,62,0,65,14,3,0,2.175211577326366,-0.3914506430755821
CUST1355,53,0,78,13,11,0,1.701134324612896,0.5990538487896573
CUST1074,50,1,66,15,10,0,1.6081379935576108,-0.8380528370612048
CUST1176,66,0,75,11,15,0,2.290760297839698,1.0326925371193205
CUST1262,57,1,53,29,13,0,1.5128267671453055,-0.6427412047157025
CUST1306,51,1,50,20,7,0,1.5274180979444678,-1.3535157077884021
CUST1221,57,0,57,13,17,0,1.7336899611293575,0.9912054907461036
CUST1054,56,1,66,24,1,0,1.8044066511391974,-1.7741228538118885
CUST1159,51,0,52,15,16,0,1.4027839143310716,0.8022832760462649
CUST1310,52,0,78,26,20,0,1.208030527054035,1.5737564429478181
CUST1168,67,0,69,15,15,0,2.2219492700157217,0.9642837270032132
CUST1268,61,0,64,28,11,0,1.6694670927344675,0.46434280926929056
CUST1257,50,1,64,11,12,0,1.6689847164709195,-0.6526894504123593
CUST1280,61,0,73,24,4,0,1.8975856723019935,-0.17681443301698413
CUST1244,54,1,71,20,7,0,1.7349723738390197,-1.078165017939728
CUST1107,66,1,63,17,9,0,2.3153207560967126,-0.9265713946744807
CUST1146,65,1,75,28,6,0,2.085056852051726,-1.0895193190993249
CUST1134,64,1,77,22,17,0,2.027797656516375,0.1063479672343036
CUST1022,64,0,72,21,6,0,2.078154856079448,0.032401011883775595
CUST1354,54,0,63,14,5,0,1.764284022089697,-0.22949815763849632
CUST1030,70,1,73,15,1,0,2.7006015570522863,-1.646745633626227
CUST1128,63,1,51,13,14,0,2.1595553446352556,-0.5559011015055189
CUST1289,51,0,62,28,18,0,1.0912760314361016,1.1557872069201969
CUST1177,60,1,75,29,5,0,1.8411182383085745,-1.2128854190051377
CUST1055,68,0,63,10,4,0,2.532130817434597,-0.29285506354696844
CUST1288,56,1,76,29,5,0,1.6567167073096354,-1.2139262029329243
CUST1398,55,0,73,26,2,0,1.597294027660392,-0.4098819361696584
CUST1324,51,1,68,21,17,0,1.4136388237743684,-0.052657134514307785
CUST1393,55,1,56,24,14,0,1.534645878908091,-0.5093350778757039
CUST1189,67,0,52,10,4,0,2.450209851420027,-0.435134277754519
CUST1000,51,1,64,23,5,0,1.5289307752954602,-1.3883717646898064
CUST1218,67,1,72,15,15,0,2.351010317082827,-0.16791013933037582
CUST1377,64,0,63,14,6,0,2.218553836273583,-0.08807156388245822
CUST1261,68,1,60,20,4,0,2.4005797722756905,-1.490996176002188
CUST1285,51,0,64,13,6,0,1.6362355219892077,-0.12083753831942183
CUST1117,69,0,77,22,14,0,2.1868531723260443,0.9716998862590989
CUST1085,55,1,62,20,20,0,1.5621884448760275,0.20607901905709702
CUST1108,50,1,67,12,17,0,1.5809153792537194,-0.0775138286490329
CUST1308,64,1,75,10,10,0,2.414097890701653,-0.6815092993070704
CUST1083,59,1,55,15,3,0,2.0980399851498808,-1.6970242743819912
CUST1361,68,1,52,27,14,0,2.0591104814248906,-0.5124815955791631
CUST1291,66,1,68,19,9,0,2.2829394590952417,-0.8614925849655851
CUST1307,54,1,64,14,6,0,1.872282822537407,-1.2796749973257557
CUST1222,53,0,74,19,8,0,1.5875758773225919,0.23264137969823534
CUST1181,59,1,72,21,3,0,2.007264197836994,-1.476540019792975
CUST1247,66,0,54,11,14,0,2.2385893520065423,0.6603255176562008
CUST1309,59,1,77,22,15,0,1.822703963816236,-0.1252626078067042
CUST1302,66,1,59,17,5,0,2.3613611204251375,-1.4061264540337768
CUST1246,69,0,56,11,11,0,2.4297290716152027,0.37402730928676636
CUST1258,54,1,74,29,20,0,1.33614366827772,0.3629664049051589
CUST1317,51,1,66,10,7,0,1.8198707086281107,-1.1613293343551239
CUST1299,55,0,56,14,20,0,1.5684799109624925,1.2945234090379767
CUST1007,70,1,71,18,2,0,2.6070869760874613,-1.5617897379002899
CUST1228,51,1,75,26,7,0,1.462114725397686,-1.0320401513500677
CUST1023,62,1,79,18,13,0,2.0957526529576,-0.30821445617362286
CUST1035,60,0,61,20,7,0,1.865001338118626,-0.013841495735865135
CUST1371,60,1,74,24,17,0,1.7823583619040972,0.056770778434929364
CUST1112,65,1,66,15,2,0,2.4291370726481976,-1.6449290414594107
CUST1045,60,1,62,12,11,0,2.1221239347038745,-0.7500607633094334
CUST1164,68,1,69,26,4,0,2.284331570196699,-1.37150322326249
CUST1133,64,0,74,14,13,0,2.1507194060818926,0.8016454409209692
CUST1229,65,0,53,21,7,0,2.0498601237932554,-0.09677230373495821
CUST1271,60,1,59,27,12,0,1.7356159645115667,-0.6659733039962311
CUST1154,65,1,52,23,3,0,2.1766599789584986,-1.7065619833747718
CUST1342,57,0,58,30,8,0,1.4585580713685078,0.05509932595044431
CUST1149,53,1,62,20,9,0,1.6300312256602378,-0.9806667024676304
CUST1316,57,1,67,18,11,0,1.8524503381083035,-0.6913119839886082
CUST1379,53,0,64,11,11,0,1.704859155002499,0.4203598245002785
CUST1072,52,1,53,21,11,0,1.5009392993663127,-0.8821887639689971
CUST1158,52,0,64,12,3,0,1.7513651245991346,-0.44019554350719736
CUST1313,67,0,71,12,14,0,2.3154638509805476,0.8793278312772761
CUST1298,68,0,51,10,20,0,2.258815908439532,1.271895617417602
CUST1019,68,0,64,17,11,0,2.2634004219792727,0.4774801751305618
CUST1266,70,1,57,17,10,0,2.469107884938967,-0.8813853222938586
CUST1260,54,0,57,20,15,0,1.4533336130455663,0.7732846252203224
CUST1012,67,0,66,18,18,0,2.0958623513493952,1.2511454142153038
CUST1351,59,1,61,14,7,0,2.082518502628126,-1.1932010125869015
CUST1066,70,0,68,23,9,0,2.2544130379495546,0.3261562083265931
CUST1059,55,0,59,12,6,0,1.8320516237202378,-0.17127202834282995
CUST1399,50,1,58,30,15,0,1.1469331924250106,-0.3880255329691897
CUST1217,54,0,54,14,19,0,1.5299095544876598,1.1585945573022498
CUST1204,58,1,55,14,9,0,1.9871295099866335,-1.0578309589213097
CUST1287,61,1,69,28,10,0,1.8195903864209684,-0.7498680837106281
CUST1373,63,1,75,23,4,0,2.14140623706083,-1.3157794867787982
CUST1015,33,1,138,95,17,1,-0.9947702503439759,0.8420177256655966
CUST1322,34,0,102,95,18,1,-1.1967027555379577,1.6683034981441445
CUST1129,28,1,131,98,10,1,-1.2211339256705407,-0.011345629957253587
CUST1396,33,0,109,82,3,1,-0.6869385289138906,0.13154683212270601
CUST1321,29,0,109,71,11,1,-0.7264186959149702,0.9652250990411344
CUST1293,34,0,118,92,10,1,-0.9557524482373644,1.0092284158938998
CUST1335,33,0,145,74,4,1,-0.39380058047314126,0.6854355583410111
CUST1276,27,0,133,80,7,1,-0.9023746743638192,0.8411238550637988
CUST1094,39,0,132,75,4,1,-0.17796565831615202,0.5428013608508319
CUST1241,28,0,122,87,8,1,-1.0742524386899104,0.8197992024801343
CUST1078,33,0,127,90,7,1,-0.8816083923227777,0.7956736539305959
CUST1062,34,0,131,79,6,1,-0.5416230870341044,0.7315447736194395
CUST1156,35,0,149,73,19,1,-0.48353294747063286,2.350756716198499
CUST1167,30,1,106,78,16,1,-0.8120917256566171,0.30388555221434144
CUST1314,26,1,128,75,8,1,-0.7396226901261472,-0.29311075030786615
CUST1336,31,1,107,71,2,1,-0.38723783030350645,-1.1886396515967361
CUST1132,26,0,100,86,11,1,-1.2580260213875143,0.8560557073644749
CUST1219,35,1,102,74,4,1,-0.3174131268887881,-1.0206259452966826
CUST1195,26,1,123,94,14,1,-1.3025725911099004,0.30597163619244594
CUST1389,35,1,122,75,14,1,-0.4248242973673614,0.30548045343974145
CUST1041,25,0,107,95,5,1,-1.4118261996474222,0.3062344169047575
CUST1375,40,0,146,81,3,1,-0.2167030625272833,0.6215651993024327
CUST1282,35,0,136,92,13,1,-0.8956255480860605,1.5616695755455816
CUST1352,35,0,102,90,12,1,-0.9408876116838506,1.023232444524248
CUST1114,36,1,132,79,4,1,-0.2957490663804356,-0.6335942740643218
CUST1369,35,1,127,91,17,1,-0.8393989167644461,0.7060685418461163
CUST1110,27,1,146,90,12,1,-1.0564516046298618,0.3812896068505122
CUST1024,30,1,107,96,17,1,-1.2583158228113023,0.44140753153181017
CUST1387,32,0,133,94,18,1,-1.1676391616265092,2.0518328214542416
CUST1236,33,0,134,75,18,1,-0.658693929881848,2.0492600708459636
CUST1027,31,0,131,96,20,1,-1.2985935031152358,2.239657772097564
CUST1175,28,1,123,77,15,1,-0.8129107146579828,0.40341524517947197
CUST1225,30,0,113,71,6,1,-0.5933153781813962,0.48281266358723524
CUST1340,29,1,131,81,11,1,-0.7783684449297985,0.0826818048650346
CUST1064,32,1,145,82,17,1,-0.7054181676379471,0.9142338412740465
CUST1223,25,1,142,94,11,1,-1.2448895729679694,0.22061524759386128
CUST1141,25,0,115,90,17,1,-1.4419296094400313,1.6895058289253075
CUST1323,37,0,103,76,12,1,-0.5057998748037303,1.028973983213387
CUST1303,39,0,136,79,7,1,-0.3059149921772803,0.9190100602076122
CUST1148,35,0,120,82,9,1,-0.6462860247553606,0.9208313331469499
CUST1005,30,0,113,86,19,1,-1.1466009079708455,1.8919500863978425
CUST1237,34,0,130,95,7,1,-0.9459137316500291,0.841859681421507
CUST1060,36,1,147,90,3,1,-0.4989527050326958,-0.5407245819136152
CUST1380,26,1,117,97,7,1,-1.2912702360348245,-0.5176869358755499
CUST1339,29,1,106,99,19,1,-1.4102368905694094,0.6428360179328335
CUST1253,25,0,109,95,17,1,-1.5817878110903263,1.618660467670998
CUST1032,31,1,106,83,3,1,-0.6949253624588582,-1.0822432359008118
CUST1196,25,0,132,71,2,1,-0.7085237999562979,0.27652672622103974
CUST1043,28,0,122,97,15,1,-1.4186192203364276,1.580449397506107
CUST1077,33,1,120,91,1,1,-0.7203737842612314,-1.105368829340061
CUST1118,25,0,118,80,12,1,-1.1173989581119632,1.1812570763101475
CUST1242,28,0,147,70,10,1,-0.613476200444135,1.3332731335254633
CUST1013,30,1,118,88,9,1,-0.9125318841638079,-0.28568522950693753
CUST1315,30,1,135,90,4,1,-0.8332338443767756,-0.6054437275673605
CUST1047,36,1,128,73,17,1,-0.35460446313492816,0.7044754142643742
CUST1009,39,0,117,88,2,1,-0.5102982656437229,0.15164806501100744
CUST1048,37,1,101,95,9,1,-0.8074414423695552,-0.46952116559782303
CUST1087,32,1,100,98,5,1,-1.0587832354051492,-0.9253464885077067
CUST1297,25,0,146,90,15,1,-1.3138357163656365,1.8663174193740977
CUST1184,31,1,104,80,3,1,-0.6288411318049546,-1.1104299304427487
CUST1374,25,1,119,77,20,1,-1.039806823813908,0.8789953323038954
CUST1226,40,1,110,80,17,1,-0.3933872603199651,0.4977670429481102
CUST1161,37,0,141,73,15,1,-0.3564359991029098,1.8275383542440191
CUST1376,38,0,101,86,13,1,-0.7214735068633832,1.1242034142898127
CUST1100,31,0,102,96,7,1,-1.1999071485800663,0.4791212254812151
CUST1388,27,0,122,76,1,1,-0.752631274639425,0.05475321026288752
CUST1397,35,1,111,77,14,1,-0.5081504239010423,0.16857665945000042
CUST1333,32,0,119,72,15,1,-0.6368163401504328,1.5317517803081686
CUST1036,27,0,104,91,12,1,-1.333841451796872,1.0221304996952103
CUST1232,38,1,136,71,6,1,-0.025402128509624297,-0.3695735548051549
CUST1090,40,1,137,92,9,1,-0.4796740544431267,-0.007750653861284479
CUST1093,38,1,129,84,6,1,-0.36165060692682865,-0.44520584457834295
CUST1353,37,0,108,93,11,1,-0.8857487006044814,1.0014822862116608
CUST1385,25,0,133,91,18,1,-1.423461597259308,2.0249807332214687
CUST1125,37,0,143,91,2,1,-0.5937580434216629,0.47597631677142344
CUST1311,37,1,134,74,20,1,-0.35683696324792497,1.1064092441686142
CUST1275,38,1,121,93,9,1,-0.6485624535128308,-0.21558598286286101
CUST1014,40,0,143,70,16,1,-0.15162051686029646,1.9673606852296142
