customer_id,age,gender,days_since_last_signed_in,distance_from_gym,works_at_partner_company,discounted_signup,avg_monthly_visits,attends_group_classes,referred_by_friend,churned
FG10173B,39,Female,4,<2 miles,1,1,9,0,1,0
FG10174M,37,Male,34,2-4 miles,0,1,7,0,1,1
FG10175J,43,Female,16,2-4 miles,1,1,21,0,0,0
FG10176F,35,Female,2,>4 miles,1,1,23,1,1,0
FG10177T,48,Female,33,2-4 miles,0,1,13,1,0,1
FG10178F,33,Female,33,>4 miles,0,1,11,1,1,1
FG10179Q,37,Male,53,2-4 miles,0,0,19,1,0,0
FG10180Z,43,Female,49,2-4 miles,0,1,7,0,0,1
FG10181Y,24,Female,24,<2 miles,1,1,21,0,1,0
FG10182E,23,Male,45,2-4 miles,1,0,22,0,1,0
FG10183W,39,Female,33,>4 miles,0,1,15,1,1,0
FG10184C,33,Male,50,2-4 miles,0,0,5,1,1,1
FG10185K,42,Male,52,>4 miles,0,1,8,0,1,1
FG10186F,39,Female,52,<2 miles,1,0,3,1,0,0
FG10187M,33,Male,23,<2 miles,0,1,16,0,0,0
FG10188N,58,Male,42,2-4 miles,0,1,13,1,0,1
FG10189N,19,Female,41,2-4 miles,0,1,8,1,0,0
FG10190K,29,Male,43,<2 miles,1,1,18,1,0,0
FG10191L,42,Female,27,>4 miles,1,1,21,1,1,0
FG10192G,37,Male,6,2-4 miles,1,1,2,1,0,0
FG10193D,51,Female,38,2-4 miles,0,1,14,1,1,1
FG10194Q,38,Female,23,2-4 miles,0,1,14,1,0,1
FG10195N,39,Female,36,2-4 miles,0,1,13,1,1,1
FG10196Q,46,Female,20,>4 miles,0,1,15,1,0,1
FG10197I,35,Male,27,2-4 miles,0,1,4,0,1,1
FG10198L,33,Male,32,2-4 miles,0,1,2,1,1,1
FG10199V,53,Male,18,>4 miles,0,1,3,0,0,1
FG10200E,39,Female,24,>4 miles,1,1,23,1,0,0
FG10201R,40,Female,38,2-4 miles,0,0,7,1,0,0
FG10202E,45,Male,26,2-4 miles,0,1,8,0,1,1
FG10203E,44,Female,52,2-4 miles,0,1,10,0,0,1
FG10204S,44,Male,37,>4 miles,0,1,5,0,1,1
FG10205S,37,Female,28,2-4 miles,1,1,8,1,1,1
FG10206G,40,Female,44,>4 miles,0,1,6,0,0,1
FG10207B,40,Male,0,<2 miles,0,1,13,0,0,0
FG10208T,39,Female,52,2-4 miles,0,0,7,1,0,1
FG10209U,37,Male,28,<2 miles,0,1,2,1,1,0
FG10210B,41,Female,8,2-4 miles,1,0,9,1,0,0
FG10211R,46,Female,43,>4 miles,0,0,18,1,1,0
FG10212H,45,Male,23,2-4 miles,0,0,13,0,1,0
FG10213L,41,Male,49,>4 miles,1,1,13,1,0,0
FG10214M,31,Male,46,<2 miles,0,1,1,0,1,0
FG10215U,40,Female,22,2-4 miles,1,1,13,0,0,0
FG10216G,33,Female,23,>4 miles,0,1,6,1,1,1
FG10217K,51,Male,36,2-4 miles,0,0,8,1,0,1
FG10218A,51,Female,54,2-4 miles,0,1,8,1,0,1
FG10219P,36,Female,18,2-4 miles,0,0,13,0,0,0
FG10220B,59,Male,50,>4 miles,0,0,2,1,1,1
FG10221G,59,Male,15,>4 miles,0,1,6,1,0,1
FG10222H,40,Female,26,<2 miles,0,0,3,1,1,0
FG10223G,18,Female,40,>4 miles,1,0,17,1,0,0
FG10224E,48,Male,22,2-4 miles,0,1,9,0,0,1
FG10225F,44,Male,10,<2 miles,1,0,1,0,1,0
FG10226J,35,Female,30,>4 miles,0,1,4,0,0,1
FG10227A,24,Female,33,<2 miles,0,1,16,0,1,0
FG10228Y,52,Male,27,>4 miles,0,1,8,1,1,1
FG10229C,39,Male,17,2-4 miles,0,1,12,1,1,1
FG10230S,28,Female,30,<2 miles,0,1,21,0,0,0
FG10231F,36,Female,17,2-4 miles,1,1,9,1,1,1
FG10232P,34,Male,16,<2 miles,1,0,2,1,0,0
FG10233C,29,Male,54,2-4 miles,0,1,19,0,0,0
FG10234I,57,Female,37,2-4 miles,0,0,7,1,1,1
FG10235C,42,Male,0,<2 miles,1,0,4,0,0,0
FG10236H,19,Male,33,>4 miles,1,1,22,0,0,0
FG10237X,38,Female,46,<2 miles,1,1,24,1,1,0
FG10238F,59,Male,18,2-4 miles,0,1,4,1,0,1
FG10239G,43,Female,35,2-4 miles,0,1,9,0,0,1
FG10240F,27,Female,0,2-4 miles,0,0,13,0,0,0
FG10241G,34,Male,1,>4 miles,0,1,1,0,0,1
FG10242R,39,Male,40,2-4 miles,0,1,9,0,1,1
FG10243F,42,Female,15,>4 miles,0,1,15,1,0,1
FG10244K,22,Female,49,<2 miles,1,1,6,0,1,0
FG10245F,29,Female,43,<2 miles,0,0,12,0,1,0
FG10246F,30,Female,28,>4 miles,1,0,7,1,1,0
FG10247R,26,Male,14,2-4 miles,0,1,12,1,1,0
FG10248B,18,Female,47,2-4 miles,1,1,11,0,1,0
FG10249L,40,Male,26,2-4 miles,1,0,12,1,1,0
FG10250O,22,Male,24,<2 miles,1,1,16,1,0,0
FG10251Q,46,Male,16,2-4 miles,0,1,1,1,1,1
FG10252K,55,Male,25,2-4 miles,0,1,10,0,0,1
FG10253C,46,Female,27,2-4 miles,0,1,9,0,1,1
FG10254V,20,Male,7,<2 miles,1,0,13,1,0,0
FG10255Q,28,Male,8,2-4 miles,0,1,24,1,1,0
FG10256F,50,Male,21,2-4 miles,0,1,9,0,1,1
FG10257I,27,Female,12,<2 miles,0,0,18,0,0,0
FG10258Q,38,Female,48,>4 miles,0,1,2,1,0,0
FG10259V,41,Male,20,2-4 miles,0,1,6,1,1,1
FG10260S,37,Male,19,2-4 miles,1,1,10,0,0,1
FG10261T,34,Male,31,2-4 miles,0,1,12,1,1,1
FG10262U,37,Female,28,2-4 miles,0,1,13,1,0,1
FG10263L,32,Female,21,2-4 miles,0,1,4,1,1,1
FG10264J,33,Female,38,<2 miles,1,0,4,1,0,0
FG10265S,33,Female,17,>4 miles,0,1,1,1,0,1
FG10266H,49,Male,48,>4 miles,0,1,13,0,0,1
FG10267O,20,Female,10,>4 miles,1,1,24,0,0,0
FG10268M,28,Female,2,<2 miles,1,0,5,1,1,0
FG10269T,36,Male,50,2-4 miles,0,1,4,0,1,1
FG10270C,48,Male,45,2-4 miles,0,1,12,0,1,1
FG10271Z,20,Female,34,<2 miles,0,1,19,0,1,0
FG10272S,47,Female,41,2-4 miles,0,0,13,1,1,1
FG10273W,34,Male,49,2-4 miles,0,1,11,0,1,1
FG10274Z,48,Female,36,>4 miles,0,1,5,1,1,1
FG10275H,39,Female,53,2-4 miles,0,1,2,0,1,1
FG10276C,38,Male,23,<2 miles,1,1,22,1,0,0
FG10277N,47,Male,45,>4 miles,0,1,7,1,1,1
FG10278P,34,Male,16,<2 miles,0,1,4,1,0,0
FG10279P,60,Female,52,2-4 miles,0,1,11,0,0,1
FG10280M,36,Male,7,2-4 miles,0,0,13,0,1,1
FG10281V,40,Male,39,2-4 miles,0,1,15,0,0,1
FG10282K,50,Female,26,>4 miles,0,1,13,1,0,1
FG10283E,22,Female,49,<2 miles,0,0,19,1,1,0
FG10284P,31,Male,53,2-4 miles,0,1,23,0,0,0
FG10285R,25,Male,48,2-4 miles,0,1,2,1,1,1
FG10286W,33,Female,21,2-4 miles,0,1,7,1,1,1
FG10287H,41,Female,18,2-4 miles,0,1,13,0,0,1
FG10288S,37,Male,40,2-4 miles,0,1,3,1,1,1
FG10289L,30,Male,39,2-4 miles,0,1,9,0,1,1
FG10290W,32,Female,3,2-4 miles,1,1,8,1,0,0
FG10291U,39,Female,42,2-4 miles,0,1,14,1,0,1
FG10292Z,54,Female,32,2-4 miles,0,1,8,0,1,1
FG10293H,43,Female,51,<2 miles,1,0,1,0,1,0
FG10294J,38,Male,16,>4 miles,0,1,22,1,1,0
FG10295O,53,Male,42,>4 miles,0,1,1,1,0,1
FG10296M,42,Female,45,2-4 miles,0,1,1,1,1,1
FG10297S,37,Female,36,>4 miles,0,1,14,0,0,1
FG10298Y,42,Female,42,2-4 miles,1,1,15,1,0,1
FG10299S,42,Male,30,2-4 miles,0,1,4,0,1,1
FG10300B,58,Female,40,2-4 miles,0,1,8,0,0,1
FG10301P,29,Female,32,2-4 miles,1,1,18,0,0,0
FG10302V,42,Male,33,<2 miles,0,1,13,1,1,0
FG10303F,39,Male,36,2-4 miles,0,1,12,1,0,1
FG10304O,34,Female,53,>4 miles,0,1,13,0,0,1
FG10305A,36,Female,23,>4 miles,1,0,23,1,1,0
FG10306S,48,Female,11,<2 miles,1,0,20,1,1,0
FG10307L,41,Female,44,2-4 miles,0,1,2,1,1,1
FG10308Y,41,Male,50,2-4 miles,0,1,9,0,1,1
FG10309P,48,Male,18,2-4 miles,0,0,9,0,0,1
FG10310S,33,Female,45,<2 miles,1,0,14,0,1,0
FG10311P,46,Female,55,<2 miles,0,0,23,1,1,0
FG10312E,42,Female,33,<2 miles,0,1,8,0,0,0
FG10313H,44,Female,35,>4 miles,1,0,5,1,0,0
FG10314O,48,Male,30,<2 miles,0,1,19,1,1,0
FG10315C,33,Female,35,2-4 miles,0,1,2,1,0,1
FG10316R,42,Male,19,2-4 miles,0,1,14,1,1,1
FG10317X,60,Male,39,2-4 miles,0,1,10,0,0,1
FG10318B,37,Male,48,>4 miles,0,1,4,0,1,1
FG10319X,33,Male,55,2-4 miles,0,0,2,0,1,1
FG10320C,35,Male,38,>4 miles,1,0,11,0,0,0
FG10321S,40,Male,53,>4 miles,0,0,3,1,0,0
FG10322K,27,Male,36,<2 miles,0,1,15,0,0,0
FG10323A,33,Male,51,<2 miles,1,0,16,0,0,0
FG10324O,23,Female,27,>4 miles,0,1,9,0,1,0
FG10325H,36,Male,46,>4 miles,0,1,7,0,1,1
FG10326Q,48,Male,32,2-4 miles,0,1,3,1,0,1
FG10327F,42,Female,32,2-4 miles,0,0,18,1,0,0
FG10328H,42,Female,25,2-4 miles,1,1,1,1,0,1
FG10329T,41,Female,6,<2 miles,1,0,14,1,1,0
FG10330M,34,Male,26,2-4 miles,0,1,2,0,1,0
FG10331U,53,Female,21,>4 miles,0,1,4,0,0,1
FG10332A,35,Female,39,2-4 miles,0,1,18,0,1,0
FG10333L,37,Male,33,2-4 miles,0,1,9,1,0,1
FG10334N,45,Male,27,2-4 miles,1,1,7,1,0,1
FG10335Y,33,Female,40,2-4 miles,0,1,7,1,1,1
FG10336C,27,Male,24,<2 miles,0,0,1,0,0,0
FG10337G,57,Male,28,>4 miles,0,1,12,0,0,1
FG10338X,39,Male,9,<2 miles,0,0,23,1,1,0
FG10339Z,28,Female,14,<2 miles,0,0,2,1,1,0
FG10340P,45,Female,45,2-4 miles,0,1,8,1,1,1
FG10341G,37,Male,30,2-4 miles,0,1,6,1,0,1
FG10342V,38,Female,34,2-4 miles,0,0,24,0,0,0
FG10343O,28,Female,48,<2 miles,1,1,8,1,1,0
FG10344A,55,Female,36,2-4 miles,0,0,4,1,1,1
FG10345F,38,Male,53,2-4 miles,0,1,6,0,1,1
FG10346T,30,Female,46,2-4 miles,0,1,12,1,0,1
FG10347S,22,Male,39,<2 miles,1,1,23,1,0,0
FG10348N,27,Female,25,>4 miles,1,0,9,1,0,0
FG10349C,30,Male,42,<2 miles,0,1,12,1,0,0
FG10350V,38,Male,10,<2 miles,0,0,6,1,0,0
FG10351O,49,Male,33,2-4 miles,1,1,1,1,0,0
FG10352W,43,Female,55,2-4 miles,0,1,11,0,0,1
FG10353F,34,Male,24,2-4 miles,0,1,7,1,0,1
FG10354U,35,Female,26,<2 miles,1,0,24,0,0,0
FG10355W,42,Male,48,>4 miles,0,1,8,0,1,1
FG10356W,34,Female,52,>4 miles,0,1,12,0,0,1
FG10357M,32,Female,35,>4 miles,0,0,11,0,0,0
FG10358J,40,Female,54,2-4 miles,0,1,6,1,1,1
FG10359Y,30,Female,42,2-4 miles,0,1,5,0,0,1
FG10360W,40,Female,1,<2 miles,0,1,7,0,0,0
FG10361U,50,Male,21,>4 miles,0,1,11,1,1,1
FG10362R,34,Female,24,>4 miles,1,0,10,0,0,0
FG10363Y,38,Male,36,>4 miles,0,1,9,1,0,1
FG10364Z,39,Female,7,<2 miles,0,0,19,1,0,0
FG10365U,56,Female,54,2-4 miles,0,0,3,1,0,1
FG10366Q,37,Male,35,2-4 miles,0,1,5,0,0,1
FG10367B,36,Male,35,<2 miles,0,1,20,0,0,0
FG10368X,34,Male,37,<2 miles,1,1,13,1,1,0
FG10369H,53,Female,53,2-4 miles,0,1,3,1,0,1
FG10370E,37,Female,20,>4 miles,0,1,4,1,0,1
FG10371O,39,Female,29,2-4 miles,0,1,14,0,0,1
FG10372G,48,Female,24,2-4 miles,0,1,10,0,0,1
FG10373T,44,Female,51,2-4 miles,0,1,24,0,0,0
FG10374C,67,Male,3,>4 miles,1,0,23,1,0,0
FG10375A,38,Male,42,2-4 miles,0,0,6,1,0,1
FG10376U,42,Female,44,2-4 miles,0,1,4,1,0,1
FG10377O,37,Female,13,<2 miles,1,1,17,0,0,0
FG10378B,55,Female,18,2-4 miles,0,1,12,1,1,1
FG10379O,44,Male,45,2-4 miles,0,1,8,1,0,1
FG10380P,51,Female,27,2-4 miles,0,1,9,0,0,1
FG10381G,27,Male,35,2-4 miles,0,1,11,1,1,0
FG10382K,18,Female,27,<2 miles,0,0,23,1,1,0
FG10383Z,32,Male,6,<2 miles,1,0,10,0,0,0
FG10384U,38,Female,38,2-4 miles,0,1,6,0,1,1
FG10385Y,35,Male,19,>4 miles,0,1,7,1,0,1
FG10386O,38,Female,23,2-4 miles,0,1,5,1,1,1
FG10387S,53,Male,20,2-4 miles,0,1,5,0,1,1
FG10388E,44,Female,52,2-4 miles,1,0,22,0,0,0
FG10389Y,36,Male,11,2-4 miles,0,1,4,1,1,1
FG10390H,35,Male,40,2-4 miles,0,1,9,1,1,1
FG10391A,41,Male,20,2-4 miles,1,1,8,0,1,1
FG10392B,36,Female,32,2-4 miles,0,1,12,0,1,1
FG10393O,54,Female,37,2-4 miles,0,0,1,0,1,1
FG10394M,45,Male,37,2-4 miles,1,1,2,0,1,0
FG10395J,45,Male,40,2-4 miles,0,1,4,1,1,1
FG10396P,54,Female,15,2-4 miles,0,1,8,0,0,1
FG10397D,48,Male,50,2-4 miles,0,1,14,0,0,1
FG10398B,32,Male,31,<2 miles,1,0,5,1,1,0
FG10399U,46,Female,39,2-4 miles,0,0,6,0,0,1
FG10400Q,20,Female,32,2-4 miles,0,1,5,0,0,0
FG10401X,29,Male,42,2-4 miles,1,0,21,0,1,0
FG10402F,34,Male,22,2-4 miles,0,1,7,0,0,1
FG10403L,34,Female,46,2-4 miles,0,1,6,0,1,1
FG10404Q,31,Male,10,<2 miles,1,0,7,0,1,0
FG10405P,40,Male,16,2-4 miles,0,1,7,0,1,1
FG10406A,45,Female,45,2-4 miles,0,1,7,1,0,1
FG10407Q,33,Female,32,2-4 miles,0,1,8,1,0,1
FG10408A,34,Male,46,>4 miles,0,1,10,0,1,1
FG10409D,39,Female,14,<2 miles,1,0,10,1,0,0
FG10410N,42,Female,38,2-4 miles,0,1,13,0,0,1
FG10411U,22,Male,23,<2 miles,0,0,10,1,1,0
FG10412U,42,Female,34,2-4 miles,0,1,2,0,1,1
FG10413D,48,Male,35,<2 miles,0,1,18,1,0,0
FG10414K,39,Male,50,2-4 miles,0,1,1,0,0,1
FG10415V,33,Female,44,>4 miles,0,1,6,0,0,1
FG10416W,32,Female,45,2-4 miles,1,0,7,0,0,0
FG10417R,37,Male,15,<2 miles,1,1,12,1,1,0
FG10418U,45,Male,16,2-4 miles,0,1,12,1,1,1
FG10419R,37,Male,20,2-4 miles,1,0,1,0,0,1
FG10420G,36,Female,4,>4 miles,1,1,23,1,0,0
FG10421P,52,Female,32,>4 miles,0,1,10,0,0,1
FG10422U,52,Male,43,>4 miles,0,1,7,1,1,1
FG10423T,45,Male,42,2-4 miles,0,1,10,0,0,1
FG10424I,41,Male,33,2-4 miles,0,0,4,0,0,1
FG10425Q,47,Male,9,<2 miles,1,1,20,1,1,0
FG10426H,52,Male,17,2-4 miles,0,1,4,1,1,1
FG10427Z,41,Male,22,>4 miles,0,1,12,1,1,1
FG10428H,45,Female,49,<2 miles,1,0,2,0,0,0
FG10429A,39,Female,24,2-4 miles,0,1,11,0,0,1
FG10430X,21,Female,55,<2 miles,1,0,22,1,1,0
FG10431V,18,Male,17,<2 miles,1,1,9,0,0,0
FG10432T,33,Female,31,2-4 miles,0,1,13,1,1,1
FG10433F,42,Male,48,2-4 miles,1,1,5,0,1,1
FG10434F,32,Male,55,<2 miles,1,1,17,0,1,0
FG10435O,34,Female,28,>4 miles,1,1,11,0,0,0
FG10436R,50,Female,44,2-4 miles,0,1,2,1,0,1
