Simulation_Number,PV_No_Option,PV_With_Option
90,112.84662095968658,112.84662095968658
91,100.18668873355736,100.18668873355736
92,117.41433786043929,140.89720543252713
93,101.6897608096056,101.6897608096056
94,127.32861210708812,152.79433452850574
95,78.36114282269453,78.36114282269453
96,105.11725266632493,105.11725266632493
97,87.48945806575566,87.48945806575566
98,109.09969178120309,109.09969178120309
99,153.36507308776626,184.0380877053195
100,95.48257117329467,95.48257117329467
101,89.43586532302723,89.43586532302723
102,91.72690398833196,91.72690398833196
103,84.22897796479224,84.22897796479224
104,91.13716101840009,91.13716101840009
105,107.45041652243484,107.45041652243484
106,113.1908871334001,113.1908871334001
107,74.08552834074546,74.08552834074546
108,129.82707693358628,155.79249232030352
109,90.53535437748297,90.53535437748297
110,96.64979216471242,96.64979216471242
111,88.60755192264095,88.60755192264095
112,138.33637033652437,166.0036444038292
113,102.85402638217244,102.85402638217244
114,93.63449566192863,93.63449566192863
115,83.70309583133223,83.70309583133223
116,79.96165123503167,79.96165123503167
117,104.28206171797288,104.28206171797288
118,82.39967426430658,82.39967426430658
119,64.46341101662912,64.46341101662912
120,115.62598395458973,138.75118074550767
121,92.03684453349193,92.03684453349193
122,97.05542551029201,97.05542551029201
123,96.12869337435222,96.12869337435222
124,92.03705262776822,92.03705262776822
125,89.36947952291523,89.36947952291523
126,130.39152092089634,156.4698251050756
127,70.828064021799,70.828064021799
128,116.09495732126307,139.31394878551566
129,108.142033810815,108.142033810815
130,141.94184150094108,170.33020980112926
131,112.37348705270932,112.37348705270932
132,90.36289968717014,90.36289968717014
133,89.17766542182136,89.17766542182136
134,98.27164561642877,98.27164561642877
135,115.44061921465507,138.5287430575861
136,134.22295138925358,161.06754166710428
137,114.52916634321286,137.43499961185543
138,104.21073400183953,104.21073400183953
139,81.81271479544971,81.81271479544971
140,67.68997252987893,67.68997252987893
141,79.20208348693698,79.20208348693698
142,99.98943588193828,99.98943588193828
143,111.34816563501181,111.34816563501181
144,88.25017703953594,88.25017703953594
145,124.22250712241026,149.0670085468923
146,110.63658440981949,110.63658440981949
147,96.41330557823689,96.41330557823689
148,110.17277372787983,110.17277372787983
149,81.47075397511688,81.47075397511688
150,151.95539490645422,182.34647388774505
151,108.82520319673222,108.82520319673222
152,100.4660985674979,100.4660985674979
153,107.85945767990164,107.85945767990164
154,112.01372517494309,112.01372517494309
155,89.00522175325203,89.00522175325203
156,107.68494730672818,107.68494730672818
157,109.75775285530123,109.75775285530123
158,110.13497823607183,110.13497823607183
159,141.62631233988589,169.95157480786304
160,122.29003891196669,146.74804669436003
161,84.82302761542894,84.82302761542894
162,139.64795074628523,167.57754089554228
163,81.45506508361149,81.45506508361149
164,108.9579507988615,108.9579507988615
165,95.64842706819034,95.64842706819034
166,99.95804994527604,99.95804994527604
167,93.8683287492505,93.8683287492505
168,74.74454459945545,74.74454459945545
169,62.758462956326575,62.758462956326575
170,129.49576089448084,155.394913073377
171,89.6908260665721,89.6908260665721
172,84.2776654113069,84.2776654113069
173,136.13431124561512,163.36117349473813
174,102.623724757342,102.623724757342
175,93.43768412317411,93.43768412317411
176,77.26177160035311,77.26177160035311
177,111.75703057451511,111.75703057451511
178,110.97293415187393,110.97293415187393
179,83.88735737503072,83.88735737503072
180,98.99836922818042,98.99836922818042
181,100.10380095066789,100.10380095066789
182,119.54301391438894,143.45161669726673
183,141.89344191713874,170.2721303005665
184,84.14979910110391,84.14979910110391
185,126.88562979535408,152.2627557544249
186,124.28227808113792,149.1387336973655
187,107.28782173529594,107.28782173529594
188,112.16214632970282,112.16214632970282
189,89.41031145323826,89.41031145323826
190,73.78290819492453,73.78290819492453
191,108.88985808336113,108.88985808336113
192,109.64579311316733,109.64579311316733
193,148.56203961956237,178.27444754347482
194,106.4619908668502,106.4619908668502
195,82.8876100807143,82.8876100807143
196,161.4834939439576,193.7801927327491
197,201.56968243804482,241.8836189256538
198,105.5454222178896,105.5454222178896
199,82.71137107375132,82.71137107375132
200,103.72634179289155,103.72634179289155
201,102.88107566740969,102.88107566740969
202,83.47530235738856,83.47530235738856
203,81.44305498783214,81.44305498783214
204,66.47009620912912,66.47009620912912
205,113.16446605818841,113.16446605818841
206,129.67783570068713,155.61340284082456
207,69.5015396795918,69.5015396795918
208,113.9560887892828,113.9560887892828
209,88.33001669114375,88.33001669114375
210,110.03185222271179,110.03185222271179
211,131.6712030893133,158.00544370717597
212,126.12580362188037,151.35096434625643
213,114.20524570586625,137.0462948470395
214,108.24231395027743,108.24231395027743
215,95.18376053490817,95.18376053490817
216,89.51042405299023,89.51042405299023
217,85.00291914017727,85.00291914017727
218,97.48819268859066,97.48819268859066
219,87.91978194384934,87.91978194384934
220,105.4432654925789,105.4432654925789
221,79.27924082041754,79.27924082041754
222,83.5663962501474,83.5663962501474
223,67.4830557719033,67.4830557719033
224,86.53590004510549,86.53590004510549
225,88.07583196385464,88.07583196385464
226,112.32988452308234,112.32988452308234
227,76.34065575017623,76.34065575017623
228,93.40320918091086,93.40320918091086
229,123.05133382319364,147.66160058783237
230,70.68616834404386,70.68616834404386
231,117.28491260493335,140.74189512592002
232,113.92878659633577,113.92878659633577
233,79.33476102933513,79.33476102933513
234,77.93338121960791,77.93338121960791
235,123.07631057260568,147.6915726871268
236,118.51001584291649,142.2120190114998
237,76.39880767940168,76.39880767940168
238,84.53644072045965,84.53644072045965
239,119.454973549718,143.3459682596616
240,113.42628996657442,113.42628996657442
241,110.50593557729715,110.50593557729715
242,153.84004972039747,184.60805966447697
243,85.15757273286093,85.15757273286093
244,95.03591273789061,95.03591273789061
245,111.95779460970991,111.95779460970991
246,84.32362424080928,84.32362424080928
247,123.46355909661298,148.15627091593558
248,131.53491488575182,157.8418978629022
249,124.6400740170166,149.56808882041992
250,100.83104373260937,100.83104373260937
251,98.67019000580427,98.67019000580427
252,103.19547303309886,103.19547303309886
253,139.41982533196753,167.30379039836103
254,98.57728528930957,98.57728528930957
255,83.85644023055065,83.85644023055065
256,85.5401268128221,85.5401268128221
257,106.78046321825734,106.78046321825734
258,72.55267442286129,72.55267442286129
259,79.05815468563188,79.05815468563188
260,123.28608804517943,147.9433056542153
261,85.4371883463988,85.4371883463988
262,78.41951358032726,78.41951358032726
263,89.60606304955834,89.60606304955834
264,96.71458945130834,96.71458945130834
265,106.06404011182167,106.06404011182167
266,92.73703157186004,92.73703157186004
267,96.52913476330157,96.52913476330157
268,72.64009400532318,72.64009400532318
269,92.44214025456822,92.44214025456822
270,108.41409642625128,108.41409642625128
271,105.88294310878798,105.88294310878798
272,86.28805078481135,86.28805078481135
273,111.55460699636909,111.55460699636909
274,128.7411226535109,154.48934718421307
275,68.14364212828508,68.14364212828508
276,74.90461488600822,74.90461488600822
277,113.53259635147184,113.53259635147184
278,103.08381126265037,103.08381126265037
279,121.45725113174261,145.74870135809113
280,91.08256625714743,91.08256625714743
281,95.71731472239861,95.71731472239861
282,86.46620220246697,86.46620220246697
283,126.35230439795623,151.62276527754747
284,80.67407079684732,80.67407079684732
285,100.4341046125373,100.4341046125373
286,99.09550654749162,99.09550654749162
287,116.43468896456017,139.7216267574722
288,96.63591732344358,96.63591732344358
289,82.67479394713554,82.67479394713554
290,97.22730210389494,97.22730210389494
291,127.6824523877198,153.21894286526378
292,92.9563524040001,92.9563524040001
293,82.37978580887683,82.37978580887683
294,101.35670179833501,101.35670179833501
295,119.56438303814944,143.47725964577933
296,95.74133265345708,95.74133265345708
297,98.53568111351036,98.53568111351036
298,111.30792683637841,111.30792683637841
299,80.76343725701723,80.76343725701723
300,89.52768589388386,89.52768589388386
301,90.94169518735758,90.94169518735758
302,139.10699160978663,166.92838993174396
303,80.07019055898613,80.07019055898613
304,67.42439351842971,67.42439351842971
305,131.57383691040766,157.8886042924892
306,122.29164962690507,146.74997955228608
307,106.55226541708575,106.55226541708575
308,66.62622952270404,66.62622952270404
309,126.48304512309257,151.77965414771106
310,131.06911502108434,157.2829380253012
311,97.96080287508671,97.96080287508671
312,98.34832541168747,98.34832541168747
313,87.6603913810831,87.6603913810831
314,164.81218892671305,197.77462671205564
315,104.71077726417407,104.71077726417407
316,109.25865367094211,109.25865367094211
317,86.96191244278472,86.96191244278472
318,125.96522671622873,151.15827205947448
319,119.57250969421187,143.48701163305424
320,102.22391070337733,102.22391070337733
321,127.31569349369303,152.77883219243162
322,102.7538606197996,102.7538606197996
323,92.58987533541483,92.58987533541483
324,73.72943632418237,73.72943632418237
325,97.4224813246975,97.4224813246975
326,98.07058695862497,98.07058695862497
327,71.23197927481704,71.23197927481704
328,95.74929883156835,95.74929883156835
329,98.04134412553626,98.04134412553626
330,66.54988623859029,66.54988623859029
331,122.36013838004219,146.8321660560506
332,81.04090875151144,81.04090875151144
333,178.5488282863948,214.25859394367376
334,94.24714561172706,94.24714561172706
335,144.2774558057115,173.13294696685378
336,95.01555756131806,95.01555756131806
337,89.44408153850604,89.44408153850604
338,67.48062842386071,67.48062842386071
339,105.81945013390268,105.81945013390268
340,106.61021223881292,106.61021223881292
341,107.07050634912983,107.07050634912983
342,85.81534643758992,85.81534643758992
343,67.97710053670481,67.97710053670481
344,109.26110674381071,109.26110674381071
345,93.16846417744009,93.16846417744009
346,96.6540740878933,96.6540740878933
347,111.97519705377546,111.97519705377546
348,119.76814059452819,143.72176871343382
349,94.04578352297408,94.04578352297408
350,110.40585786385545,110.40585786385545
351,107.82741409194797,107.82741409194797
352,124.38545388181392,149.2625446581767
353,93.60894869604799,93.60894869604799
354,99.57437293116301,99.57437293116301
355,86.60002287069132,86.60002287069132
356,100.90978767933677,100.90978767933677
357,110.85682514411914,110.85682514411914
358,86.99918979787324,86.99918979787324
359,62.503056952117156,62.503056952117156
360,84.44925376052801,84.44925376052801
361,89.93512734847121,89.93512734847121
362,116.99086872271745,140.38904246726094
363,92.45096640163487,92.45096640163487
364,108.46850350828367,108.46850350828367
365,105.00882271480305,105.00882271480305
366,84.47953911433562,84.47953911433562
367,67.26463495503343,67.26463495503343
368,108.69609360698739,108.69609360698739
369,116.34739690010758,139.6168762801291
370,139.8315146417333,167.79781757007993
371,117.15767499773837,140.58920999728602
372,67.7346631900548,67.7346631900548
373,110.67020222908012,110.67020222908012
374,67.98253918984405,67.98253918984405
375,88.76302249020092,88.76302249020092
376,75.78889842709103,75.78889842709103
377,107.91039568674015,107.91039568674015
378,93.07515302460078,93.07515302460078
379,71.15106820986729,71.15106820986729
380,119.47601641705447,143.37121970046533
381,103.97153228011197,103.97153228011197
382,107.55065918683493,107.55065918683493
383,85.49828537083961,85.49828537083961
384,93.16168727812557,93.16168727812557
385,77.82381094825945,77.82381094825945
386,85.47760434354326,85.47760434354326
387,88.115059223395,88.115059223395
388,94.55449394606627,94.55449394606627
389,75.44550251140744,75.44550251140744
390,95.62016429932375,95.62016429932375
391,102.40356872093673,102.40356872093673
392,104.87811586441792,104.87811586441792
393,84.94365806650339,84.94365806650339
394,89.56543622410413,89.56543622410413
395,75.7745745874298,75.7745745874298
396,65.23183908178409,65.23183908178409
397,124.27710900963262,149.13253081155915
398,104.42474132878438,104.42474132878438
399,89.64979881950053,89.64979881950053
400,153.3803513290658,184.05642159487894
401,105.67451080899129,105.67451080899129
402,152.66152581762913,183.19383098115495
403,87.54450907936932,87.54450907936932
404,75.46147124110664,75.46147124110664
405,114.46726161879695,137.36071394255634
406,101.78621066665156,101.78621066665156
407,59.853857441170625,59.853857441170625
408,108.34505191675451,108.34505191675451
409,86.556232635217,86.556232635217
410,87.83732459316518,87.83732459316518
411,80.63275527162665,80.63275527162665
412,98.55203054275643,98.55203054275643
413,89.83572336714793,89.83572336714793
414,86.29074427302226,86.29074427302226
415,83.91267246894152,83.91267246894152
416,77.37988148950419,77.37988148950419
417,118.68857482610156,142.42628979132186
418,119.35410770619991,143.2249292474399
419,84.66181002978735,84.66181002978735
420,70.32095788633288,70.32095788633288
421,90.2177719493404,90.2177719493404
422,88.86861094942002,88.86861094942002
423,103.35436080151615,103.35436080151615
424,102.73418782370014,102.73418782370014
425,85.88927685461297,85.88927685461297
426,88.93369352094903,88.93369352094903
427,107.83496629026472,107.83496629026472
428,89.05010438463549,89.05010438463549
429,99.88595635050203,99.88595635050203
430,97.52304772296961,97.52304772296961
431,150.6595713579432,180.79148562953185
432,71.69252088376753,71.69252088376753
433,69.96758461374287,69.96758461374287
434,103.12404208698166,103.12404208698166
435,104.32676963258564,104.32676963258564
436,124.04123203154646,148.84947843785574
437,94.31027583116509,94.31027583116509
438,68.72241055845403,68.72241055845403
439,64.63778567557831,64.63778567557831
440,91.28504773667017,91.28504773667017
441,113.87546317465352,113.87546317465352
442,102.52747399958986,102.52747399958986
443,96.23260169548048,96.23260169548048
444,100.29576734968211,100.29576734968211
445,102.42457191037951,102.42457191037951
446,136.44746089072552,163.73695306887063
447,101.83071172969959,101.83071172969959
448,107.00888631437921,107.00888631437921
449,96.0913824203935,96.0913824203935
450,90.25072862350588,90.25072862350588
451,93.85491879523066,93.85491879523066
452,85.85509037654543,85.85509037654543
453,67.14428535383267,67.14428535383267
454,109.48684239248729,109.48684239248729
455,99.25804876142024,99.25804876142024
456,83.22001258438007,83.22001258438007
457,126.54671611438671,151.85605933726404
458,85.94419484660912,85.94419484660912
459,102.10064194614134,102.10064194614134
460,122.33915981508443,146.80699177810132
461,75.3421123687679,75.3421123687679
462,129.54349121011802,155.45218945214162
463,99.4024749645913,99.4024749645913
464,73.38767635349258,73.38767635349258
465,79.15320213254903,79.15320213254903
466,113.32032917957451,113.32032917957451
467,82.9252589594329,82.9252589594329
468,93.47961609830003,93.47961609830003
469,73.9621224414348,73.9621224414348
470,110.50297476348197,110.50297476348197
471,74.4463818483215,74.4463818483215
472,78.67059638023794,78.67059638023794
473,77.95754445042976,77.95754445042976
474,125.23358413135499,150.280300957626
475,155.22441789595624,186.2693014751475
476,108.22302286136062,108.22302286136062
477,107.91901107027999,107.91901107027999
478,86.59550952394521,86.59550952394521
479,73.94395996432499,73.94395996432499
480,103.8344803510664,103.8344803510664
481,109.7931527130078,109.7931527130078
482,96.8705332180856,96.8705332180856
483,139.141025647248,166.96923077669757
484,80.64092599140231,80.64092599140231
485,98.10437923968786,98.10437923968786
486,76.8822831192461,76.8822831192461
487,77.4730921630349,77.4730921630349
488,104.07950324696057,104.07950324696057
489,112.13586730702043,112.13586730702043
490,102.00394778272695,102.00394778272695
491,78.3561418134078,78.3561418134078
492,92.92841129632598,92.92841129632598
493,102.8848207018905,102.8848207018905
494,141.96100345395863,170.35320414475032
495,121.91227798549464,146.29473358259355
496,71.26034962776657,71.26034962776657
497,107.91125078105154,107.91125078105154
498,145.35363823828894,174.42436588594668
499,118.71616633829856,142.45939960595828
500,111.83627067330666,111.83627067330666
501,111.76392386446082,111.76392386446082
502,128.3717329915642,154.04607958987702
503,69.63470850257472,69.63470850257472
504,87.86581497411673,87.86581497411673
505,108.36585867134846,108.36585867134846
506,101.4509507926983,101.4509507926983
507,92.14303526536737,92.14303526536737
508,80.28597824259612,80.28597824259612
509,121.30415520857309,145.56498625028772
510,73.59930330560707,73.59930330560707
511,126.54662363534945,151.85594836241935
512,131.26016793123614,157.5122015174834
513,100.37989337681289,100.37989337681289
514,78.62632860538005,78.62632860538005
515,104.0252447859744,104.0252447859744
516,95.61387607991813,95.61387607991813
517,88.51557636620413,88.51557636620413
518,123.94558932271246,148.73470718725497
519,127.33469827518864,152.80163793022638
520,87.05661604278167,87.05661604278167
521,121.15293274220615,145.38351929064737
522,103.25629320368564,103.25629320368564
523,114.47824011046956,137.37388813256345
524,104.72943281954315,104.72943281954315
525,95.34873402452769,95.34873402452769
526,104.00463444194261,104.00463444194261
527,141.93135465306256,170.31762558367507
528,101.76588104787957,101.76588104787957
529,110.97517381899792,110.97517381899792
530,106.86718015791317,106.86718015791317
531,105.53063222099303,105.53063222099303
532,87.41716766583603,87.41716766583603
533,120.50709606486873,144.60851527784246
534,87.31074292710764,87.31074292710764
535,94.32130097737473,94.32130097737473
536,77.96231516887634,77.96231516887634
537,89.37857668770637,89.37857668770637
538,89.64119023196132,89.64119023196132
539,73.62444153547186,73.62444153547186
540,91.64436535121035,91.64436535121035
541,96.6869013031201,96.6869013031201
542,81.51719994124551,81.51719994124551
543,108.6921017975667,108.6921017975667
544,94.90040515425365,94.90040515425365
545,135.71556417113533,162.85867700536238
546,109.38851437502916,109.38851437502916
547,99.58850862984616,99.58850862984616
548,80.97007383958449,80.97007383958449
549,102.08246797617798,102.08246797617798
550,92.00975250091652,92.00975250091652
551,144.8184056284639,173.78208675415667
552,95.50039653617894,95.50039653617894
553,102.85119848420736,102.85119848420736
554,99.18463756236532,99.18463756236532
555,116.0832112857588,139.29985354291054
556,121.9005479541154,146.28065754493846
557,77.92058101268805,77.92058101268805
558,67.2388916291919,67.2388916291919
559,137.5995774926345,165.1194929911614
560,106.59140138085155,106.59140138085155
561,100.97262835465035,100.97262835465035
562,84.95839992753258,84.95839992753258
563,77.05865307129376,77.05865307129376
564,77.04862153382504,77.04862153382504
565,107.8576550202579,107.8576550202579
566,104.07876133787884,104.07876133787884
567,102.3729112951073,102.3729112951073
568,109.49201581788986,109.49201581788986
569,83.55399522599899,83.55399522599899
570,85.70117708447091,85.70117708447091
571,84.21836723319387,84.21836723319387
572,79.08670894831099,79.08670894831099
573,85.09986625711869,85.09986625711869
574,84.75508556616522,84.75508556616522
575,129.42075266276603,155.3049031953192
576,78.75854813518228,78.75854813518228
577,88.34684918990035,88.34684918990035
578,90.90080405067097,90.90080405067097
579,112.18695371042539,112.18695371042539
580,81.21247111656884,81.21247111656884
581,122.6323481847403,147.15881782168836
582,78.04801484693591,78.04801484693591
583,127.1507409074238,152.58088908890855
584,72.31998056267432,72.31998056267432
585,109.48988753261546,109.48988753261546
586,128.2022137719706,153.84265652636472
587,140.87585581359318,169.0510269763118
588,88.90634118499977,88.90634118499977
589,131.0719222604306,157.2863067125167
590,106.56133449116487,106.56133449116487
591,106.97233074595823,106.97233074595823
592,145.52250338503768,174.62700406204522
593,69.37669970632247,69.37669970632247
594,108.02520988982906,108.02520988982906
595,111.35227351278432,111.35227351278432
596,85.75221243395858,85.75221243395858
597,61.34811838326581,61.34811838326581
598,113.91472135861558,113.91472135861558
599,103.13387466690983,103.13387466690983
600,103.74003599149067,103.74003599149067
601,150.64591428632286,180.77509714358743
602,112.80474874163797,112.80474874163797
603,106.65364663130174,106.65364663130174
604,105.54454204239528,105.54454204239528
605,120.22974980088176,144.27569976105812
606,96.4130786664846,96.4130786664846
607,129.13705036659468,154.9644604399136
608,87.45270213916949,87.45270213916949
609,95.76069276469113,95.76069276469113
610,77.25041402960571,77.25041402960571
611,96.07250311523487,96.07250311523487
612,89.81858661340975,89.81858661340975
613,135.5760782988375,162.691293958605
614,88.18296176303821,88.18296176303821
615,107.79563398113163,107.79563398113163
616,91.6034303684547,91.6034303684547
617,110.10528430896363,110.10528430896363
618,103.30338506943028,103.30338506943028
619,121.17758736603729,145.4131048392447
620,78.10596716767908,78.10596716767908
621,116.49416432502302,139.79299719002762
622,82.96741613207074,82.96741613207074
623,90.35641328459737,90.35641328459737
624,81.72636879036288,81.72636879036288
625,117.90272579268824,141.4832709512259
626,115.38479941185868,138.4617592942304
627,109.24973986572668,109.24973986572668
628,103.9747745869001,103.9747745869001
629,115.29192893507393,138.3503147220887
630,110.49801787876754,110.49801787876754
631,87.572175621814,87.572175621814
632,116.81541783230706,140.17850139876845
633,96.84848614884778,96.84848614884778
634,110.12580754670115,110.12580754670115
635,79.56714840817894,79.56714840817894
636,87.58973778079115,87.58973778079115
637,89.17599238061159,89.17599238061159
638,108.26112564407042,108.26112564407042
639,156.7376769311715,188.08521231740582
640,98.7136587484919,98.7136587484919
641,113.72652126027651,113.72652126027651
642,94.51448586409605,94.51448586409605
643,68.11390069761055,68.11390069761055
644,115.45505887366967,138.5460706484036
645,113.10198725871747,113.10198725871747
646,112.7958699778686,112.7958699778686
647,108.24905766758141,108.24905766758141
648,61.75826293820844,61.75826293820844
649,74.13269061090841,74.13269061090841
650,107.27677046111896,107.27677046111896
651,105.58234140976349,105.58234140976349
652,103.80556825643806,103.80556825643806
653,122.34513214142,146.81415856970398
654,110.5134992730516,110.5134992730516
655,88.15829336271281,88.15829336271281
656,90.78618577612988,90.78618577612988
657,120.50814089011321,144.60976906813585
658,87.89626419078652,87.89626419078652
659,102.66481626795286,102.66481626795286
660,91.1350551393742,91.1350551393742
661,79.42929144740629,79.42929144740629
662,125.56946724658631,150.68336069590356
663,103.80276537042974,103.80276537042974
664,94.98189778701321,94.98189778701321
665,128.58299952257724,154.2995994270927
666,101.50747380892003,101.50747380892003
667,123.8682376787692,148.64188521452303
668,93.67930362776083,93.67930362776083
669,125.1165562104351,150.1398674525221
670,100.66933671298956,100.66933671298956
671,106.32350215499841,106.32350215499841
672,108.04106521153257,108.04106521153257
673,134.79818470211364,161.75782164253636
674,96.96877475685655,96.96877475685655
675,119.77416154727146,143.72899385672576
676,94.84450469966694,94.84450469966694
677,93.51921397591757,93.51921397591757
678,104.80055105588558,104.80055105588558
679,93.41422548921616,93.41422548921616
680,137.28379731751397,164.74055678101678
681,94.07585688030434,94.07585688030434
682,103.42036785686898,103.42036785686898
683,75.55198886352316,75.55198886352316
684,107.79993578512698,107.79993578512698
685,83.33421928386268,83.33421928386268
686,120.0624057620958,144.07488691451496
687,103.59456565372598,103.59456565372598
688,102.05203098200828,102.05203098200828
689,68.91217173807156,68.91217173807156
690,144.80565346223787,173.76678415468547
691,87.63556655567659,87.63556655567659
692,58.2208660174597,58.2208660174597
693,96.82158699739372,96.82158699739372
694,107.9581811334976,107.9581811334976
695,116.36496188533525,139.6379542624023
696,81.43959331378566,81.43959331378566
697,120.76349205900087,144.91619047080104
698,70.34257834747986,70.34257834747986
699,119.31243756287073,143.17492507544486
700,103.4932823864406,103.4932823864406
701,121.62611377172027,145.95133652606432
702,100.62487649747251,100.62487649747251
703,103.51070688794138,103.51070688794138
704,82.47191666749998,82.47191666749998
705,104.83721999957048,104.83721999957048
706,108.87286210206685,108.87286210206685
707,118.53532652246396,142.24239182695675
708,97.03810580066916,97.03810580066916
709,79.82953515760512,79.82953515760512
710,132.2775613907876,158.73307366894514
711,94.14856866051213,94.14856866051213
712,66.49674784304635,66.49674784304635
713,95.98720042463857,95.98720042463857
714,94.17254303863407,94.17254303863407
715,93.20562412809747,93.20562412809747
716,70.95418209236671,70.95418209236671
717,85.28556413977512,85.28556413977512
718,184.985611815299,221.98273417835878
719,98.1804194837178,98.1804194837178
720,104.02074785020034,104.02074785020034
721,84.49866606727396,84.49866606727396
722,85.02468350711267,85.02468350711267
723,79.41518468459444,79.41518468459444
724,74.0424986819477,74.0424986819477
725,91.70253998750219,91.70253998750219
726,87.05472467895562,87.05472467895562
727,117.46663010432466,140.9599561251896
728,79.16734503745754,79.16734503745754
729,79.48862618566794,79.48862618566794
730,98.81600937176727,98.81600937176727
731,113.14851505709899,113.14851505709899
732,96.35571547505366,96.35571547505366
733,106.96791260962274,106.96791260962274
734,125.82277802161744,150.98733362594092
735,88.23824828895907,88.23824828895907
736,109.15807472603153,109.15807472603153
737,80.03017182186603,80.03017182186603
738,86.34388836537705,86.34388836537705
739,76.443572347049,76.443572347049
740,114.99660410494707,137.9959249259365
741,114.91581778218519,137.8989813386222
742,126.28853206840972,151.54623848209164
743,129.59090203308875,155.5090824397065
744,90.39512545721742,90.39512545721742
745,109.84240177001695,109.84240177001695
746,99.78704643284927,99.78704643284927
747,79.70120597937596,79.70120597937596
748,100.16100994556831,100.16100994556831
749,92.63960930330737,92.63960930330737
750,103.02767209144565,103.02767209144565
751,82.58424593855433,82.58424593855433
752,111.56624570640983,111.56624570640983
753,98.12066377765889,98.12066377765889
754,131.89259167157232,158.27111000588678
755,107.76625513421958,107.76625513421958
756,114.05845694567608,114.05845694567608
757,99.50255520817133,99.50255520817133
758,103.38629524358781,103.38629524358781
759,106.23957488763165,106.23957488763165
760,93.12817214532319,93.12817214532319
761,123.29561927356713,147.95474312828057
762,159.35410148250767,191.2249217790092
763,106.29479771381405,106.29479771381405
764,78.74686062627632,78.74686062627632
765,115.39591687912406,138.47510025494887
766,99.23172277413244,99.23172277413244
767,89.2361732984878,89.2361732984878
768,92.51078293323647,92.51078293323647
769,68.85592167859646,68.85592167859646
770,114.73254869342148,137.6790584321058
771,81.4283460695103,81.4283460695103
772,123.52172339787488,148.22606807744987
773,116.32603119281634,139.59123743137962
774,134.56530138685216,161.47836166422258
775,84.19691313818689,84.19691313818689
776,105.55962475210333,105.55962475210333
