Code,Income,Credit_Score,Loan,Age,Default
149,57829.12348,624.2608663,16318.77792,49,0
150,54454.7701,662.1765102,12206.00214,64,0
151,53757.39276,646.9798135,17336.26108,60,0
152,55196.72314,706.3890125,12278.51927,46,0
153,39799.62918,654.3055434,12477.88658,58,0
154,53483.80546,612.6538357,7400.536002,55,0
155,54396.0871,699.5083119,19631.28746,43,0
156,39284.72873,639.1434463,13069.98712,24,1
157,77986.61767,676.3268342,15910.49123,62,0
158,57107.49381,626.1294647,9820.190357,34,0
159,32130.44754,617.5086557,17179.73815,59,0
160,59848.30413,654.2084115,11190.29381,27,0
161,35379.77495,650.6414322,14291.45639,28,0
162,61806.26906,673.9913518,19389.13016,62,0
163,67378.93369,636.5677123,18953.79656,39,0
164,37689.76522,558.1820108,14889.84964,22,0
165,64450.64194,628.3613058,6159.344836,21,0
166,56191.7139,689.6909234,29964.05285,62,1
167,62330.9024,635.131196,23729.29485,58,1
168,78451.89474,637.6808299,18613.37412,33,0
169,46319.17826,699.3188253,11233.98109,62,1
170,38693.95753,614.4013386,14432.03919,64,0
171,36657.28356,572.8598391,12282.89785,44,0
172,37762.84573,641.968444,21319.2797,52,0
173,48843.47436,625.7913024,16312.51445,50,0
174,55117.27962,601.687684,11079.18071,26,0
175,54150.36199,641.2310772,12646.2245,58,0
176,62407.74874,674.5752824,20605.94071,53,0
177,50195.02838,649.5355719,23000.48923,64,1
178,71803.01116,665.3490536,22641.65782,43,0
179,46030.1475,740.6703849,18785.16033,30,0
180,90802.5375,632.8560569,13736.87566,35,0
181,59385.01022,663.9174317,-1207.569127,43,0
182,37142.63665,624.5393319,16485.80012,56,0
183,33936.61253,607.682014,14990.85621,21,0
184,57237.08623,620.7546173,15699.91048,28,0
185,46648.05822,626.0620714,15269.48674,23,1
186,60710.00741,667.9737899,8368.68919,34,0
187,57098.56437,767.4537893,17787.04278,37,0
188,48907.56631,614.1978282,18161.08157,54,0
189,37298.09423,629.1687347,18411.69391,26,0
190,27277.29163,646.8438493,19732.88502,25,0
191,43302.27572,669.7899424,18020.25822,61,0
192,62845.98191,663.1775406,12949.85294,60,0
193,53211.40616,714.2047897,14645.81576,49,0
194,31313.91832,528.6803965,15455.62434,55,0
195,52597.71389,530.6535065,15538.49725,38,0
196,55779.7607,625.2060914,19991.08828,60,0
197,36742.13846,704.8650094,18218.34377,50,0
198,52305.87659,571.7175984,25386.7172,35,1
199,50873.13078,499.618383,26032.3449,35,1
200,32855.44553,678.5589703,15398.24791,36,0
201,55366.81041,662.1828612,-4183.277742,53,0
202,58411.7679,595.4895797,21184.16233,30,0
203,66245.76865,600.72302,12298.11831,39,0
204,65807.03078,601.512814,10992.58039,57,0
205,29334.95948,655.5267659,13007.77363,23,0
206,35932.6244,618.6842362,12766.78477,56,0
207,57725.52901,674.7031959,18061.34905,24,0
208,57706.78926,507.2686669,7202.821104,31,0
209,57725.71529,607.1574067,9611.396271,61,0
210,107790.9724,593.697302,16715.79277,53,0
211,58563.35766,637.1829661,18114.72015,48,0
212,67033.4846,623.0976121,18207.70822,52,0
213,64310.02645,689.892189,11064.81861,36,0
214,59770.86877,557.0331614,10108.67175,29,0
215,45270.96133,652.2745738,12466.82583,31,0
216,61384.53831,677.9168212,16199.36376,26,0
217,38407.62178,742.8323718,22427.38685,47,0
218,46447.7209,625.9117014,4762.814071,32,0
219,42719.54678,666.2229302,13896.35622,42,0
220,51228.11209,559.8068604,8336.607795,60,1
221,84719.8785,530.4021898,6738.786613,57,0
222,21991.02211,692.2387188,19834.78323,41,0
223,60293.90286,649.7219853,17723.12287,53,0
224,25809.26193,708.9256345,17247.16758,37,0
225,42921.02201,581.3298556,19605.1292,49,0
226,66334.25895,675.995107,12601.40552,60,0
227,50964.20029,743.440892,12836.81242,30,0
228,33833.82833,670.9852804,25928.65308,38,1
229,39270.44436,663.8290753,13767.14473,33,0
230,60193.96623,650.427804,18675.66057,47,0
231,39044.50052,571.4559271,15031.9077,30,0
232,53246.87884,717.7786468,5758.70735,52,0
233,50683.5776,619.457118,4776.854981,61,0
234,40225.99479,675.2241628,12105.0789,23,0
235,82159.16134,571.8482847,20280.50626,42,0
236,59508.78533,591.0270168,18941.45828,47,0
237,19622.8612,721.75437,19570.38582,23,1
238,52796.81472,632.6348856,10064.76911,53,0
239,40073.20303,722.6637738,23079.36245,22,0
240,62786.50002,646.088467,10175.5335,31,0
241,38112.18892,557.9051114,16064.12199,30,0
242,48278.95338,694.60338,14948.23855,59,0
243,57574.80918,620.5053841,14130.6309,53,0
244,62986.32791,684.9344407,21692.96069,27,0
245,31995.55389,651.2605434,11474.4474,35,0
246,44982.48146,572.8440886,8251.973721,46,0
247,42875.82033,658.2147383,15099.97743,31,0
248,40200.06151,759.8111571,13000.86633,58,0
249,76481.8136,674.6493229,31886.9146,47,1
250,56074.72566,647.1241123,18382.53738,59,0
251,31086.74068,703.7671701,12953.29712,27,0
252,63767.92921,660.5334233,9719.442154,21,0
253,81832.34296,660.4767115,5598.557947,30,0
254,65486.97891,595.4187414,9873.904571,41,0
255,27209.45051,661.6924013,15574.70886,35,0
256,42736.48891,701.7721708,22136.64326,50,0
257,69003.66724,608.1968924,20608.44571,50,0
258,39384.95802,721.2247911,16145.47416,28,0
259,56657.29142,645.4146988,13384.16167,44,0
260,61619.5108,605.6115244,16344.06178,39,0
261,36096.04293,699.8816038,12406.81001,23,0
262,49107.11966,635.6602882,23591.81998,35,1
263,1380.989899,687.9757444,14054.04909,56,0
264,34634.18538,635.4120684,14568.31071,26,0
265,46211.47773,647.0086928,3920.887875,62,1
266,31283.25227,674.6780102,14022.82577,38,0
267,74486.16956,664.5448529,19182.42069,58,0
268,28547.87933,550.223411,9661.387115,39,0
269,43399.3327,593.937813,11246.39833,50,0
270,51961.10866,696.4704992,18963.55509,33,0
271,71619.09934,643.3931706,7616.713882,59,0
272,28462.06773,623.8134349,20289.00504,32,0
273,67447.45628,582.0712992,12339.28055,54,0
274,50153.49592,596.0131839,13057.1589,32,0
275,35277.37023,548.910068,9380.607974,64,0
276,56931.55211,644.9359641,16890.2313,44,0
277,52985.89543,620.078121,27299.35993,24,1
278,40996.74684,601.6706055,18907.4862,56,0
279,51047.03127,646.5938287,10678.57369,34,0
280,44220.29605,668.1985315,20678.10293,37,0
281,51702.76018,754.6598966,13416.60227,23,1
282,59931.96012,574.405829,21872.42491,58,1
283,73790.25224,707.9690522,19033.38201,43,0
284,31432.76752,698.6550781,284.2921726,33,0
285,81995.50062,611.045363,9979.601835,29,0
286,20718.68301,660.1617977,19721.92611,41,0
287,47723.22357,627.1183375,15758.28636,61,0
288,58824.7581,659.284429,9881.220261,28,0
289,54214.87802,725.4565507,11832.05242,37,0
290,40659.5072,680.2803116,5468.8169,36,0
291,46878.16624,675.4304187,14558.13356,36,0
292,42604.98598,628.484534,26053.44863,48,1
293,41159.52865,575.7971668,19024.66695,36,0
294,62744.03146,639.5765895,25952.08501,34,1
295,55355.23229,710.3304077,19411.98545,64,0
296,39606.35607,573.6416072,20137.39672,58,0
297,63493.99813,597.2455316,24870.39344,40,1
298,54609.49281,656.3133868,16886.3163,61,0
299,62192.93178,600.7672608,14063.86339,54,0
300,59444.43263,610.3738276,20163.28758,49,0
301,37565.07484,628.8200709,22269.20119,23,0
302,41597.2844,581.7191298,12600.17679,30,0
303,61209.40408,601.2939077,11392.15459,40,0
304,59155.55398,685.1713958,15694.28016,22,0
305,49686.47609,584.6315109,19157.49433,47,0
306,51759.91075,570.1063933,18990.45524,52,0
307,69164.97344,618.498751,7879.161999,30,0
308,41126.42917,686.5977751,24558.03034,60,1
309,58206.46072,640.1539096,11794.17535,37,0
310,46967.11021,626.7709461,13674.67502,53,0
311,46734.78195,652.2179399,10486.7282,26,0
312,66481.65278,562.7146284,28491.64418,59,1
313,62381.24523,674.7352827,16210.35335,38,0
314,62202.64454,669.1717516,10745.1246,29,0
315,69582.18211,629.5345763,19319.61775,28,0
316,50315.05762,700.2962256,18845.6789,45,0
317,60229.29457,593.6251951,14061.36488,51,0
318,45345.99865,706.3954497,19203.03356,62,0
319,54862.49529,657.7246833,10873.5402,24,0
320,48047.85418,633.1723705,12535.40863,40,0
321,51454.93947,649.0063182,4948.916727,48,0
322,58927.35538,644.6367617,8380.244579,60,1
323,37726.68975,711.0141448,24038.15403,21,1
324,81385.80914,596.1660436,23207.14314,60,1
325,34909.73928,611.874038,15328.94324,64,0
326,31787.17081,701.8151446,23314.65724,43,1
327,67371.6631,620.2232532,14199.62757,33,0
328,61874.94041,695.0266539,13782.94849,36,0
329,59361.79726,734.9717992,15282.55324,46,0
330,59425.18264,629.9102487,14375.39202,51,0
331,49816.29841,684.0681163,13924.01838,21,0
332,36541.18443,592.3153859,20716.99054,37,0
333,51137.06837,687.7366649,15750.67827,36,0
334,39842.57433,659.9711993,18562.40882,57,1
335,64626.796,673.6519141,20156.90263,30,0
336,47794.13928,617.7213964,16940.92898,58,1
337,37617.54205,566.9458292,10148.64337,64,0
338,45179.21238,675.1626032,8235.670555,51,0
339,56193.97181,546.8298424,15743.90317,30,0
340,41544.13171,634.1324754,14143.71848,54,0
341,37666.69407,697.0590933,15436.95714,26,0
342,53655.30817,659.5948868,14919.7298,48,0
343,53674.49857,747.4171322,27917.8683,48,1
344,42395.85237,701.2554576,8348.868722,33,0
345,42934.42542,617.3050806,5050.268651,61,0
346,53480.74906,651.365669,16661.88417,32,0
347,28278.73488,647.6314649,13117.88723,60,0
348,28888.04338,570.8911618,16580.33935,22,0
349,39223.33668,602.9800542,17919.41511,28,0
350,46798.29272,621.9619547,21420.52348,62,0
351,54663.61348,548.1889749,7463.870898,29,0
352,72130.34325,652.3746734,12216.41051,28,0
353,62864.89435,637.5464078,17143.80629,23,1
354,47600.92205,566.3553049,18852.31798,29,0
355,49714.75688,670.2106433,25967.24775,33,1
356,34962.05953,685.7936372,19778.51986,29,0
357,49722.30296,661.3517239,14716.05702,51,0
358,45670.12042,633.7965912,10547.82124,45,0
359,54840.77841,679.5721076,12178.55074,64,1
360,37591.53585,684.011018,12036.48589,28,0
361,57790.19771,665.3701785,18276.16814,51,0
362,72991.0837,608.7693875,16284.98723,51,0
363,48368.59777,663.8300383,8381.752146,37,0
364,56025.67583,709.7740325,12820.49265,39,0
365,60352.15988,620.1685471,19387.73777,23,0
366,43981.69292,754.896967,16758.31177,50,0
367,53361.38723,623.7184533,17843.22308,30,0
368,50188.88601,651.6203507,16914.60855,49,0
369,51465.14148,616.3757202,23132.15367,60,1
370,38404.85324,661.1635418,16180.21532,38,0
371,50367.65261,562.8889154,13069.88601,32,0
372,57469.97437,622.6979101,10421.22479,43,0
373,71767.15412,595.39394,16248.04729,31,0
374,64389.06239,656.7669174,2796.479926,29,0
375,82297.73686,699.7223688,14078.55499,44,0
376,38489.78656,682.3003094,13970.8007,45,0
377,63084.80955,531.417032,8177.645732,45,0
378,52750.13009,752.1034826,10358.67081,29,0
379,82847.044,664.763997,19048.28765,32,0
380,37875.52572,611.175043,16153.55875,31,0
381,37404.17237,657.8563959,15508.94167,58,0
382,41009.11032,658.8094911,16531.73767,48,0
383,18141.56414,616.6575642,15463.13794,28,0
384,42113.67467,659.8958334,21214.31281,30,0
385,38613.01008,619.6263856,15617.14591,45,0
386,52255.9068,629.7819004,7708.934431,56,0
387,55126.33964,615.6860432,23150.64982,63,1
388,78142.56259,578.3664355,16851.70134,29,0
389,64256.35757,657.2918235,12053.73135,61,0
390,41346.44517,679.2649718,8732.991409,28,0
391,36523.77993,675.7441798,16979.5711,23,0
392,57378.78757,690.9962626,14414.13998,38,0
393,30196.50189,666.2170105,22870.73393,55,1
394,77471.88149,623.3637251,13270.4636,37,0
395,67691.60181,691.9831932,10813.09605,56,0
396,42962.36522,582.124123,19478.98109,48,0
397,24302.98206,604.9664309,19626.40946,35,0
398,70308.08561,601.7899964,15843.25684,39,0
399,48281.90232,704.002803,18381.78524,42,0
400,68567.24468,697.1394257,14811.5644,26,0
401,26083.58512,674.3652619,16169.32551,27,0
402,41009.37466,703.5964933,20824.95441,64,0
403,50078.6555,606.0358609,18126.59167,29,0
404,50704.70891,667.429756,14153.62781,40,0
405,43249.01793,643.7412786,21761.81273,57,0
406,59342.74899,692.3441052,3175.723136,31,0
407,33985.69356,644.2387884,25260.36656,22,1
408,47864.30772,630.7528556,6470.204526,42,0
409,51804.43448,677.0454259,11864.53588,56,0
410,57716.58251,693.8084584,14795.41232,25,0
411,60674.22317,616.5827403,14267.59665,27,0
412,33130.36862,646.9462164,20032.0552,26,0
413,26988.28744,597.0779683,9710.816907,42,0
414,69165.15233,525.0969491,16303.83409,30,0
415,54984.71018,660.0229816,12108.93951,60,0
416,38772.70195,680.4452678,16475.7049,40,0
417,73267.27963,663.1033405,14676.1387,48,0
418,51735.11951,552.5219141,15464.67826,43,0
419,67689.45776,632.4575285,12250.37584,55,0
420,51012.77722,539.082612,12449.68025,21,0
421,80911.21887,718.4850554,16436.36257,49,0
422,76330.11264,595.6972709,19718.57753,29,0
423,46265.53777,712.7701805,12008.60333,29,0
424,64573.56426,697.2934822,10656.16228,42,0
425,59680.63924,604.9704824,18067.30083,22,0
426,70529.47336,593.3607524,14837.48053,36,0
427,35526.14809,667.5185108,19152.49067,60,0
428,60290.7719,607.7837981,10471.01393,26,0
429,65876.3673,655.1242321,6102.805373,33,0
430,23618.9077,625.8586205,12334.97959,53,0
431,32251.12231,560.9420793,11168.23695,39,0
432,19411.51733,538.476599,14606.058,35,0
433,45958.89748,661.3342124,11815.77393,53,0
434,60763.13384,621.9221127,18705.08476,30,0
435,72535.35578,622.3455092,13559.24869,21,1
436,51111.42171,684.793192,15752.37249,32,0
437,74429.23318,708.6721138,15788.17279,63,0
438,29298.47813,636.3727639,15974.77546,49,0
439,24449.26341,632.9700647,14879.35445,37,0
440,49166.78452,675.0071517,17553.00345,24,0
441,55760.98173,582.1532215,11021.72433,49,0
442,49509.57878,661.1576527,21997.08963,27,0
443,18988.3685,677.5942986,13817.31308,64,0
444,48663.19941,684.0115104,8442.254311,33,0
445,30432.95749,553.1623649,15940.36678,25,0
446,60045.08823,611.9322365,10744.09759,26,0
447,55498.97369,606.0868374,18326.67267,54,0
448,35901.80321,654.9943477,26048.02788,27,1
449,42291.99624,674.037229,11067.13954,48,0
450,34111.79717,724.8355204,16661.86167,30,0
451,49059.81354,625.251726,6222.472056,24,0
452,64327.13481,625.1213751,17269.52615,23,0
453,35214.1093,707.4836009,10571.431,45,0
454,57560.69773,664.8288469,11875.82691,43,0
455,42046.13572,713.3825756,9493.567551,47,0
456,38106.90752,664.4364002,18660.75613,34,0
457,48394.5446,592.1441691,20036.52179,58,0
458,34471.36516,583.3435823,15116.92607,52,0
459,41695.26042,572.4243875,10677.86647,43,0
460,32031.83161,683.1025917,22947.61518,60,1
461,79470.87699,709.4298412,11247.94936,57,0
462,50528.95328,742.4681071,4189.8385,23,0
463,39504.11738,692.1552666,17291.94505,55,0
464,53209.69866,708.1419289,9476.126632,33,0
465,48315.07925,620.9991834,19943.04397,54,0
466,46685.45601,592.1792092,13094.31152,44,0
467,59212.5005,692.5039666,18018.5662,21,1
468,61362.61565,670.8840376,22007.50173,32,0
469,42042.48279,655.3722187,8955.705677,28,0
470,41362.72639,669.368574,12170.31435,39,0
471,45874.22454,666.1592741,14621.64464,29,0
472,15471.18253,714.190843,22687.7566,48,0
473,27272.13407,714.7492792,11708.08641,34,0
474,70503.11401,677.2110176,12027.48152,47,0
475,74674.5157,692.2901436,17390.70288,38,0
476,46264.45941,675.7031276,12113.85637,62,0
477,58648.35445,626.9415134,15762.62941,61,0
478,54668.75232,687.8282337,7242.312895,26,0
479,96183.21213,580.2752466,26071.64971,53,1
480,66793.62367,702.6945776,8261.453848,57,0
481,48081.23613,590.273853,13391.23648,62,1
482,35666.89339,664.2901643,14837.59482,45,0
483,25903.3052,607.7423021,24563.44067,33,1
484,53051.95454,677.6694492,8375.771095,43,0
485,38654.73882,648.3037387,24918.52068,56,1
486,28666.19436,570.2622021,18785.88411,53,0
487,40301.40674,671.0349816,17085.47662,41,0
488,33776.77995,621.1039612,10076.83156,54,0
489,75307.12453,694.057336,17855.70621,56,0
490,63224.59635,650.0662844,11382.56689,37,0
491,49880.41038,669.7710493,21333.30627,30,0
492,72199.16208,602.1215522,10144.68985,43,0
493,51160.52461,620.5333884,14434.20753,64,1
494,37080.73698,627.0680682,12223.63456,22,0
495,72846.86116,692.835124,10062.38519,55,0
496,58083.65066,733.8688544,18706.59908,34,0
497,34441.30769,609.7414124,17677.29374,61,1
498,47144.91983,703.8424072,21045.05099,22,0
499,36865.7262,541.5161291,6100.624459,39,0
500,29258.00404,590.2905299,20320.85351,36,0
501,63892.66321,602.0610772,27527.24453,63,1
502,78641.24961,582.3745655,12741.79455,64,0
503,29021.48639,570.8205805,24475.74306,45,1
504,58444.53855,670.6499456,13684.19364,21,0
505,40240.36146,639.2966151,8137.951312,22,0
506,42693.11924,668.9702699,13471.83779,47,0
507,41114.09114,684.5236343,20241.01984,22,1
508,37040.13845,663.2808497,10809.11759,50,0
509,50727.82442,682.8881588,11998.3067,30,0
510,37535.74825,646.5233857,17967.69716,39,0
511,54056.85239,590.6503306,15015.30058,62,0
512,49246.42836,702.890709,17923.11476,36,0
513,46415.7793,620.5443934,16189.1477,33,0
514,36386.54507,603.2201851,17398.1266,28,0
515,41348.43004,641.1041062,12838.49407,51,0
516,61330.86839,604.359454,16158.65471,45,0
517,57513.75781,629.1284809,10363.13497,59,0
518,35336.67133,667.2026961,21442.16811,41,0
519,51489.98458,667.417087,11828.62642,58,0
520,61270.80685,605.1084967,20644.23744,61,0
521,24958.92078,625.6147314,13831.9652,49,0
522,58150.40289,703.7166502,16009.99505,26,0
523,40060.64362,674.8200059,12525.17725,38,0
524,58558.98003,753.753252,9920.022844,64,0
525,38551.11265,709.0064087,6276.198062,55,0
526,22926.76849,707.2146534,9723.379207,47,0
527,25586.86343,580.6065725,13380.45573,25,0
528,50721.2742,688.1930176,16059.39589,27,0
529,53895.83753,647.3446599,20051.89657,30,0
530,36435.25062,622.4509098,12771.2127,30,0
531,59578.88688,658.400767,10590.19618,48,0
532,25077.19907,697.2605767,7786.42607,56,0
533,49008.80302,675.0415796,17400.31809,30,0
534,31834.757,606.0763099,21915.97258,55,1
535,40222.45838,687.1229457,21331.65134,55,0
536,50710.98007,618.1206229,18549.66374,57,0
537,37093.79952,660.8341559,18192.71659,40,0
538,44231.66684,634.8324966,23488.1189,33,1
539,65094.39214,639.0566874,16660.40731,31,0
540,41346.62196,688.3121488,18230.64838,39,0
541,62535.38168,597.990314,13396.08069,48,0
542,33054.39718,747.2597537,8189.783146,58,0
543,57947.06267,558.9456965,11580.7555,24,0
544,71623.52931,620.1166158,14954.20481,57,0
545,12925.3325,668.5105945,15303.92686,39,0
546,38046.57117,679.2157083,24631.42927,57,1
547,58656.08191,644.976214,15406.38584,34,0
548,46954.31921,647.1304648,20894.21722,51,0
549,55567.1881,670.5275043,12824.61379,48,0
550,40940.2222,638.4465261,13441.62057,56,0
551,51298.84681,719.6590629,8354.961814,64,0
552,47664.84147,691.9674557,11288.35994,58,0
553,67516.73092,693.6412176,17634.90696,39,0
554,53816.31265,601.6921638,15037.8009,62,0
555,55064.03993,646.0305788,19714.6931,21,0
556,43821.84551,634.9767026,15906.26974,43,0
557,42685.90664,599.7199312,13237.73134,48,0
558,43511.62718,668.0082092,25741.48432,24,1
559,55916.78214,623.1177121,14530.48216,61,0
560,43685.23279,682.7701915,20815.00485,38,0
561,54346.62285,596.4904219,12993.95397,59,0
562,81131.01198,735.9520306,18547.9974,45,0
563,63066.87055,605.1833671,19640.0783,38,0
564,45109.64702,660.9651169,16042.45985,26,0
565,68018.20883,689.5929655,3227.585387,39,0
566,43878.8694,621.4679785,15091.2623,32,0
567,19428.13197,692.6234322,21152.30024,45,0
568,34878.70534,588.5408201,17637.40417,55,0
569,21938.12118,722.605885,17229.19438,21,1
570,44727.29774,650.7074632,6388.71533,25,0
571,50276.27569,620.1794296,11397.72465,21,0
572,75146.55968,635.0409114,17056.78816,28,0
573,54903.91061,690.4459635,17051.91638,59,0
574,46713.49207,620.7772354,21073.3339,63,0
575,62441.08372,612.5321155,14275.66622,38,0
576,16832.97036,638.9231701,17029.12043,29,0
577,53534.21837,591.1518944,15081.87121,25,0
578,61562.97791,741.0271954,10065.28632,24,0
579,27821.20631,621.6802704,3721.043345,64,0
580,67156.31065,691.5808393,17155.04846,49,0
581,55077.44611,660.4735042,15869.73604,21,0
582,43770.68129,600.7732975,11909.12479,50,0
583,59491.72799,649.7022645,6904.134717,21,0
584,84060.39287,689.200139,18148.69757,23,0
