ZIP,TransactionAmount,TransactionHour,MerchantCategory,DeviceID
68730,79.51224717,12.79355649,Electronics,D002
58884,94.94863697,13.5307247,Grocery,D010
75153,75.04433636,11.83448268,Dining,D006
80779,132.6482261,8.122365683,Grocery,D011
37373,71.39717244,12.73144168,Dining,D007
92552,91.19911027,15.84549627,Dining,D015
85900,102.6148115,14.8524308,Travel,D006
45093,128.8254658,14.93079497,Fashion,D020
27660,71.28275698,15.47226144,Dining,D009
68870,123.263275,13.17731518,Travel,D020
50693,100.2046612,13.39463141,Fashion,D012
1303,80.36982698,11.76469621,Dining,D019
26645,109.2420695,12.36785429,Dining,D020
94350,103.9811939,14.2315423,Grocery,D003
10162,87.99566246,15.40776887,Grocery,D015
18685,101.3960417,12.72110745,Fashion,D002
17719,92.29372806,12.09962147,Dining,D002
69172,102.2703469,13.00105592,Electronics,D003
26503,113.2426135,14.2024135,Grocery,D006
86420,131.7203363,10.11229037,Fashion,D015
8606,75.24369002,8.407638094,Dining,D010
91329,142.6606675,11.8989263,Dining,D009
32795,60.95824401,10.55857515,Electronics,D001
63158,96.9642981,11.9837196,Fashion,D016
11526,111.7663441,12.70443936,Dining,D006
96690,105.6198374,12.09350318,Grocery,D009
24220,87.5460096,15.90493507,Electronics,D004
38772,95.83755499,13.65348953,Fashion,D002
24135,90.13998131,13.60094872,Electronics,D004
88196,88.21270486,14.24441429,Grocery,D001
26823,116.9920419,10.72233376,Fashion,D019
86530,107.1403097,15.07822357,Electronics,D010
8116,86.14180809,12.84847143,Travel,D015
34821,117.9919975,14.34096123,Grocery,D019
51885,106.1459904,10.85628553,Grocery,D016
73454,116.2572424,9.892482468,Grocery,D004
68536,112.5925768,14.63577932,Travel,D002
37682,83.42009978,13.75281905,Travel,D013
35756,88.7963792,11.19589689,Dining,D001
81662,114.9458721,11.26067384,Electronics,D017
87174,112.2074053,15.25086957,Dining,D013
96096,99.58196812,10.62117621,Electronics,D004
23731,102.3465477,16.28534591,Travel,D007
10777,125.5532979,11.19875853,Travel,D017
78320,88.16857222,14.27678385,Dining,D009
22598,110.9419476,12.34276305,Fashion,D004
21865,95.95614695,14.20637486,Dining,D019
90806,95.64637594,11.911772,Electronics,D001
20286,121.975537,12.67441419,Dining,D010
4664,116.508327,13.08183835,Grocery,D004
71292,116.2701927,10.99562509,Electronics,D009
95288,126.1095761,14.48164869,Electronics,D013
31418,100.4200768,11.97357287,Fashion,D014
86789,113.6390594,12.54280017,Travel,D010
43073,93.79466487,11.01130125,Electronics,D006
77285,106.483327,7.875332682,Travel,D016
59576,97.39713891,12.61794447,Dining,D006
72045,101.9399193,17.82523084,Grocery,D017
32895,111.9031405,14.56920858,Fashion,D010
48201,83.63558634,12.96147924,Travel,D018
10318,141.8477455,12.47421834,Electronics,D018
82191,79.87965237,13.04493179,Travel,D003
77398,75.71622774,14.09423823,Electronics,D020
27624,123.1622175,10.63837437,Travel,D015
87830,115.8332539,15.22864339,Electronics,D015
27046,112.4823963,14.43076263,Dining,D004
20034,112.5669102,14.43637145,Electronics,D009
55881,99.75506454,13.87695148,Electronics,D019
94177,82.05491257,13.03923332,Grocery,D017
9875,101.5160912,14.34572247,Electronics,D011
9156,86.45676577,14.18362827,Grocery,D009
85178,119.5023947,12.29191858,Fashion,D010
31796,97.05885237,11.85279645,Grocery,D018
75746,83.49005606,13.20371259,Dining,D020
68174,93.57228317,16.0980403,Grocery,D013
84951,108.2586291,10.52178585,Fashion,D008
48043,88.72550894,10.06494947,Dining,D007
50842,83.55559209,13.32952168,Travel,D017
20404,104.8737442,13.1017754,Travel,D015
72265,104.8993314,13.34668333,Grocery,D020
68810,89.86113649,13.4879064,Grocery,D015
76507,90.57923389,12.55359549,Fashion,D001
36296,104.6409987,15.97972688,Fashion,D014
18101,71.03831317,9.798192043,Electronics,D005
98867,71.85072451,11.34300595,Fashion,D011
45245,85.63111557,12.79349048,Electronics,D016
29183,95.73105697,9.713622378,Dining,D002
3446,106.2181513,12.64829119,Grocery,D008
60700,129.5071243,16.32294033,Dining,D011
67427,117.1531925,13.04177298,Fashion,D018
6842,96.8012294,13.46140181,Dining,D003
6161,99.61967584,10.47967047,Dining,D001
31642,79.94941271,11.76727718,Dining,D011
62503,99.62973728,12.24960724,Fashion,D016
27334,94.22682722,12.36456981,Dining,D018
71222,106.4543712,15.56328759,Electronics,D016
28931,83.45538113,14.11538212,Fashion,D010
84150,110.3869303,10.77708409,Dining,D018
24076,130.6547783,13.49300956,Fashion,D006
42468,97.82479703,13.9964435,Travel,D019
57369,108.0342344,15.28029808,Electronics,D004
95677,113.8028798,16.16108137,Dining,D013
83383,91.97559056,10.96981162,Travel,D014
9653,104.4818496,11.37828498,Travel,D003
94753,100.251848,10.48484428,Fashion,D010
50090,101.953522,12.53196028,Travel,D006
65450,84.53980432,13.93271675,Electronics,D001
90317,100.4902035,14.97466903,Electronics,D014
97071,109.9599658,12.84809795,Grocery,D008
85661,129.0228722,12.36030495,Electronics,D019
12933,119.1854165,13.30351598,Travel,D014
89521,143.0636492,11.3297142,Electronics,D010
27080,84.65304874,17.17907744,Fashion,D017
74981,117.4464127,9.784677946,Grocery,D009
97912,103.6668401,13.36948116,Travel,D006
87051,143.7960587,17.04721244,Grocery,D011
16528,83.83403429,13.01359969,Travel,D007
30338,83.20556316,12.61992193,Fashion,D017
31103,88.01214709,12.28510915,Grocery,D001
76194,57.52208551,12.63921664,Dining,D005
29484,89.48489957,15.74569695,Travel,D009
85448,84.81734677,8.576276177,Dining,D018
5894,103.0078757,16.0668674,Grocery,D002
55106,106.8351195,10.1520857,Dining,D011
5150,137.5234168,12.46669534,Dining,D006
35719,119.0084768,12.14151116,Grocery,D008
96973,88.46192689,14.17710654,Fashion,D004
27578,82.03170657,9.803751296,Dining,D018
48390,109.8383834,13.92434533,Dining,D011
73160,73.59533586,17.04861925,Fashion,D005
94956,136.6291753,10.27365199,Dining,D015
9065,123.5888024,13.37941234,Dining,D018
33412,90.61648696,11.67603564,Dining,D002
81604,65.73730942,13.85177441,Electronics,D011
3502,127.0774475,13.03829555,Fashion,D013
86438,97.70920309,11.71702618,Dining,D004
12757,124.7563262,13.97574457,Fashion,D007
63766,68.11144682,16.60869622,Travel,D011
38984,88.01249954,12.61819242,Travel,D004
66617,100.104874,14.43951588,Dining,D015
49727,100.9396119,10.41345408,Fashion,D001
82576,90.99869057,11.08712725,Fashion,D003
1488,112.4569986,13.94481256,Fashion,D014
8149,78.64759141,15.96823206,Electronics,D006
86384,97.1524103,13.7112267,Travel,D018
65512,102.4059126,12.37388394,Fashion,D001
58398,110.2887767,12.99858281,Fashion,D006
59773,114.2322976,10.49918453,Electronics,D006
83396,77.50715816,14.20903065,Electronics,D016
40027,69.31771659,14.76466612,Fashion,D005
50304,125.5535364,12.09581933,Grocery,D017
87696,106.6462802,12.0599157,Fashion,D010
27247,85.03026927,13.53175646,Fashion,D018
92682,131.0230395,12.12656053,Electronics,D007
45045,102.3134927,12.86773477,Electronics,D003
53657,123.5859437,17.19944358,Fashion,D013
41433,101.3503696,12.5059486,Fashion,D015
53406,141.2149585,12.2833197,Fashion,D020
21556,135.1068168,11.70491639,Electronics,D019
6433,95.02071703,14.48838394,Fashion,D003
76752,119.431419,12.63755165,Fashion,D004
77850,112.907519,11.70125392,Dining,D005
35314,127.3726312,15.64260806,Grocery,D001
92647,80.70153079,15.83920601,Travel,D004
92065,113.7210292,11.79915287,Grocery,D012
24294,121.1684897,9.266920097,Dining,D010
12494,64.82521027,15.01502738,Travel,D020
50271,76.33482975,11.63074035,Fashion,D013
1234,59.21535644,14.5812512,Dining,D014
30990,94.61186331,9.059792365,Fashion,D005
15756,114.3508451,14.78519468,Electronics,D004
64894,130.047141,10.57765614,Dining,D014
29719,101.4818956,14.46152824,Electronics,D010
10427,132.5723109,13.02854614,Dining,D017
46701,72.39797084,11.09212116,Dining,D010
22885,65.93235121,12.18592737,Electronics,D007
10754,98.88904602,14.37263691,Travel,D016
99231,107.681309,13.21178891,Grocery,D001
60405,99.34610504,14.16882596,Fashion,D017
64234,58.651158,16.95288117,Dining,D009
48921,98.21759921,9.871516777,Fashion,D006
25835,73.91060999,16.23442515,Electronics,D019
52822,113.393451,13.20871188,Fashion,D013
59062,107.3319649,11.2024319,Electronics,D003
27653,81.20240427,10.33937275,Fashion,D007
1709,89.72266165,12.62175922,Grocery,D009
64083,78.81572956,14.84330022,Grocery,D005
18994,98.74641805,12.74490176,Grocery,D010
51070,119.1028464,16.02230986,Grocery,D017
97879,80.28547907,10.09764862,Grocery,D012
27765,110.0809303,12.9758221,Grocery,D016
68778,89.39484763,10.49521311,Electronics,D003
18920,84.14254335,13.72726377,Dining,D009
93867,97.8593928,14.77377478,Fashion,D015
9824,79.29515355,12.15847641,Grocery,D005
68155,88.92701389,7.791572287,Electronics,D013
51963,76.04244215,13.39789629,Electronics,D014
94519,139.2945027,13.8734771,Electronics,D020
90976,100.705271,13.80858951,Dining,D015
81000,86.00548984,15.47156438,Fashion,D016
34789,104.2795982,10.85789264,Dining,D013
5402,97.75343901,14.36043221,Travel,D017
8926,95.58060801,15.38501502,Electronics,D008
17351,112.283334,9.442824832,Travel,D002
73374,115.1501542,13.63930365,Grocery,D005
87514,89.38997705,11.99164034,Grocery,D006
56766,88.48363519,12.83695465,Dining,D012
38884,94.49896606,13.69535297,Fashion,D018
23276,53.96157671,12.02554287,Travel,D001
25112,69.69617876,11.64858384,Fashion,D017
29298,127.3374853,13.06830483,Dining,D011
80045,132.8993543,10.82550812,Grocery,D010
32567,95.01927921,10.82834974,Fashion,D019
17614,111.5311393,14.35874657,Fashion,D014
92700,106.2250031,10.70241193,Grocery,D010
54138,161.5776162,14.332625,Travel,D015
3037,122.3914982,13.92518259,Grocery,D019
59921,97.44164817,9.548386542,Fashion,D004
7988,80.88919119,11.6448707,Travel,D002
20553,67.87107359,15.38821881,Travel,D009
93832,104.0692727,11.03766894,Grocery,D010
14906,84.87298509,12.07119148,Fashion,D011
85149,71.55492581,13.92412179,Dining,D014
27580,87.06854232,14.56678102,Fashion,D007
38530,78.36903993,12.49692223,Electronics,D015
76656,133.7428327,11.80497961,Dining,D019
40519,117.6327951,15.84473972,Travel,D015
95316,99.84054717,16.47779933,Dining,D008
53215,129.5988828,14.9577161,Travel,D011
87435,101.5473662,13.17063629,Travel,D009
29605,82.77431597,11.38346856,Dining,D015
97704,130.4624815,11.33911119,Travel,D001
88082,110.7782009,14.04502821,Travel,D001
85319,79.25507691,13.83679644,Electronics,D019
62772,96.19322644,15.80319719,Fashion,D003
88644,82.48763493,14.30090019,Fashion,D010
22320,72.34400538,9.993839396,Electronics,D008
72778,118.523551,15.10389524,Dining,D015
8290,138.1883328,11.00387875,Grocery,D010
57806,72.02864852,12.23205746,Grocery,D001
65600,111.2593847,13.50040041,Grocery,D018
62091,86.98714862,16.99133498,Electronics,D002
47264,90.25749232,19.21983711,Electronics,D019
55105,88.15212152,14.21344612,Travel,D013
2101,82.72018461,12.63360676,Grocery,D001
77559,100.9704326,14.0690113,Dining,D002
80308,83.38099767,14.77531085,Dining,D016
50941,105.4091365,12.35866475,Grocery,D015
72205,98.99523781,16.59042271,Grocery,D013
770,95.22103906,13.46014152,Grocery,D016
93775,81.84872676,13.99548618,Electronics,D017
82212,88.46457339,14.3318485,Electronics,D007
65052,115.1078245,13.84317322,Electronics,D017
8391,110.0183438,14.677881,Fashion,D007
95252,80.4488951,11.76549363,Dining,D013
9113,101.9866461,11.88339649,Dining,D005
50804,115.0277425,10.79969153,Travel,D017
31551,66.61189438,13.87900246,Electronics,D003
11547,110.8672038,14.55787301,Fashion,D007
82078,86.74752482,13.91554573,Fashion,D017
91467,111.4119734,16.34898487,Dining,D007
70393,84.73481687,12.98880796,Electronics,D001
3884,63.90235799,14.33748331,Travel,D017
58905,67.44915124,10.81659825,Electronics,D017
6722,100.9616989,12.2258006,Grocery,D011
94222,105.19445,14.39107552,Electronics,D003
69324,81.9136675,14.69820422,Grocery,D015
92086,112.7718492,12.4120661,Grocery,D011
36192,66.76959875,12.8568015,Travel,D016
85215,98.67840403,9.964252507,Dining,D009
74021,75.779676,12.2859416,Electronics,D001
6168,86.96327784,14.78076633,Grocery,D016
7935,100.9479734,14.15041003,Electronics,D009
78233,82.79173269,14.00133144,Dining,D019
98895,92.30888912,13.09954737,Dining,D012
4665,120.1258562,13.01412632,Fashion,D019
64982,88.46216261,11.67935772,Dining,D009
91389,116.7138422,14.39765684,Travel,D007
81557,77.40586291,13.84194589,Grocery,D014
92315,110.5960836,13.9840377,Fashion,D019
8066,128.8313724,11.94793031,Travel,D019
34965,50.56711,8.69331416,Electronics,D002
47837,84.06209489,15.19430542,Grocery,D009
14004,111.5414425,12.04232509,Dining,D013
7492,95.93909228,11.27444847,Grocery,D015
59348,107.4229175,14.38695782,Electronics,D003
90188,87.92029627,12.21597472,Fashion,D011
77858,101.7317957,15.11987277,Fashion,D014
90532,96.88645529,14.2340119,Fashion,D008
47989,123.3556412,14.36713865,Dining,D018
13655,105.0884169,10.26808858,Travel,D019
83532,106.7520532,15.42388797,Travel,D016
55179,91.76246068,13.52250106,Grocery,D002
71782,90.24787552,12.26144572,Dining,D008
99221,91.34883624,13.28677693,Fashion,D006
68779,107.8890428,9.447529534,Fashion,D012
75448,91.58031038,13.81730562,Electronics,D015
83860,105.7954971,10.94125698,Electronics,D008
50905,141.508016,10.29465943,Fashion,D004
7845,117.4224941,9.955281628,Fashion,D015
99559,93.47952936,15.22537675,Dining,D020
91766,124.0242784,11.74147321,Travel,D017
3790,91.83849254,16.06745542,Electronics,D013
21123,59.2375093,11.92839707,Travel,D018
69256,79.83827378,9.585284085,Dining,D002
82851,62.58416158,10.76695112,Fashion,D013
85557,92.96973032,15.47162324,Travel,D013
94399,100.3683676,12.68820364,Fashion,D015
32321,133.5287462,11.90342541,Fashion,D020
84205,106.5385475,13.32003645,Grocery,D010
13405,95.61798942,14.00356547,Travel,D003
26046,116.5881116,15.23479763,Travel,D019
15746,55.77729382,15.89699846,Fashion,D003
65811,104.7122912,12.28046271,Dining,D014
7288,115.4173039,10.34790463,Grocery,D008
54081,70.42827508,12.17306968,Fashion,D004
12649,122.8750809,13.52056101,Electronics,D020
28464,106.7699281,11.07248215,Electronics,D011
29861,91.69424172,11.08569817,Grocery,D011
50273,112.6556373,13.68757576,Dining,D011
98624,145.4138572,12.9026953,Fashion,D002
25340,103.6373251,13.06559399,Travel,D017
76198,104.9644117,11.48300933,Grocery,D009
21517,90.81278201,12.53919857,Dining,D002
9707,83.00311261,11.15153371,Travel,D015
38690,116.6067163,14.78039682,Electronics,D016
62020,82.87832348,15.07049867,Electronics,D004
65866,101.4313247,9.307624276,Travel,D008
68876,90.44685106,11.14097828,Grocery,D009
39014,109.5795965,10.00694149,Electronics,D005
27679,106.6732421,11.69995213,Fashion,D016
32358,120.7507989,12.83312406,Travel,D013
83426,89.79967202,10.10070956,Travel,D007
74347,94.60250129,11.15628037,Electronics,D020
92514,80.42472568,10.99208526,Grocery,D017
93417,91.1141348,13.41453466,Fashion,D003
52746,107.5460099,13.13868867,Grocery,D005
97000,115.1397723,11.55652489,Dining,D019
57950,81.55669352,13.35364174,Dining,D012
10995,117.3921184,11.90663983,Electronics,D007
51049,127.1127572,12.45668978,Electronics,D009
59845,108.2686981,16.34690418,Electronics,D006
60727,137.5359163,15.6809221,Dining,D017
17003,84.52421602,10.40083753,Grocery,D016
57749,75.10690593,14.65946484,Grocery,D003
35228,64.42559502,14.62279311,Electronics,D004
10104,129.9208862,10.70347342,Fashion,D010
34394,113.0873131,14.63755529,Grocery,D005
45224,98.88830658,16.07586384,Dining,D010
72102,105.5993725,10.75491039,Travel,D012
77592,77.49021905,11.16499436,Travel,D010
68514,148.9150396,15.03532293,Travel,D013
75069,102.5844236,13.54299062,Fashion,D011
43268,102.1878959,14.10295255,Electronics,D016
