Turnover_Rate,Profitability,KMeans_Cluster
0.6784565916398714,-4118.720000000002,0
0.7382198952879581,-3933.899999999997,2
0.6598639455782312,-2776.1400000000003,0
0.6753246753246753,-3565.119999999997,0
0.7126436781609196,-3072.720000000004,2
0.7289972899728997,-4573.0,2
0.7442455242966752,-5892.75,2
0.7084548104956269,-3953.6100000000024,2
0.7067448680351907,-5776.7699999999995,2
0.7382198952879581,-1965.5399999999997,1
0.7237569060773481,-3031.3399999999983,2
0.6794871794871795,-3279.64,0
0.7347480106100795,-3179.960000000001,2
0.7275204359673024,-2664.660000000005,2
0.6941896024464832,-3255.1800000000007,2
0.6575342465753424,512.640000000003,0
0.6632996632996633,-1981.8200000000004,0
0.6527777777777778,-3120.799999999999,0
0.7304582210242587,-3989.12,2
0.7134670487106017,-2011.919999999996,1
0.7058823529411765,-2594.4000000000005,1
0.6774193548387096,-3912.2999999999993,0
0.647887323943662,-3426.080000000001,0
0.658703071672355,-3423.8200000000015,0
0.673202614379085,-2725.379999999998,0
0.6815286624203821,-2587.2600000000007,0
0.6865203761755486,81.030000000001,1
0.7375328083989501,-6586.640000000003,2
0.7118155619596542,-5332.7300000000005,2
0.6389891696750902,-1336.3499999999995,0
0.6610169491525424,764.4000000000003,0
0.7461928934010152,-202.85999999999933,1
0.6721311475409836,-2630.149999999997,0
0.7175141242937854,-1038.8600000000008,1
0.6563573883161512,-3529.679999999998,0
0.6563573883161512,-3564.060000000002,0
0.6539792387543253,-3415.230000000004,0
0.7101449275362319,-4664.800000000001,2
0.7422680412371134,-4524.480000000002,2
0.7395833333333334,-3993.040000000001,2
0.7134670487106017,-4242.960000000002,2
0.6932515337423313,-3238.5799999999963,2
0.635036496350365,-3467.820000000001,0
0.7448979591836735,-5711.52,2
0.7487437185929648,-4025.980000000006,2
0.6855345911949685,-830.5800000000005,1
0.6815286624203821,-342.40000000000487,1
0.71671388101983,-4179.560000000002,2
0.7297297297297297,-1460.6999999999991,1
0.6415770609318996,-2815.6700000000033,0
0.7289972899728997,-3373.259999999998,2
0.7375328083989501,-7241.370000000003,2
0.6987951807228916,-2236.480000000003,1
0.7455470737913485,-8162.979999999996,2
0.7297297297297297,-2783.7000000000007,2
0.6621621621621622,-2771.4399999999973,0
0.6309963099630996,-993.5100000000004,0
0.7101449275362319,-1722.3500000000004,1
0.6845425867507886,-3628.24,0
0.7402597402597403,-1390.7999999999988,1
0.7014925373134329,-4589.55,2
0.6515679442508711,-2550.6800000000003,0
0.7175141242937854,-261.6200000000003,1
0.7222222222222222,-4422.600000000005,2
0.6805111821086262,-5037.449999999995,2
0.7409326424870466,-277.4199999999997,1
0.6865203761755486,-1165.0800000000047,1
0.7395833333333334,-1601.7599999999961,1
0.6389891696750902,-1272.6299999999997,0
0.7455470737913485,-2382.089999999999,1
0.6309963099630996,-169.29000000000156,0
0.7474747474747475,414.4000000000017,1
0.6563573883161512,767.820000000002,0
0.7101449275362319,-5610.500000000002,2
0.6875,-3535.3999999999987,0
0.7375328083989501,-4706.75,2
0.7448979591836735,-10214.159999999996,2
0.7198879551820728,-4196.809999999996,2
0.7214484679665738,-3592.3300000000013,2
0.6960486322188449,-2940.3600000000006,2
0.6996996996996997,-4608.740000000001,2
0.6309963099630996,-1089.269999999996,0
0.7289972899728997,-4645.629999999999,2
0.7014925373134329,-5717.5499999999965,2
0.7455470737913485,-4178.179999999998,2
0.6904024767801857,1538.7000000000012,1
0.6805111821086262,-1380.2400000000039,0
0.7142857142857143,-4237.500000000005,2
0.6551724137931034,-2519.3999999999983,0
0.726027397260274,-2292.249999999994,1
0.6978851963746223,147.8400000000034,1
0.7340425531914894,-5470.319999999998,2
0.7416020671834626,-3386.599999999999,2
0.6336996336996337,-1582.9499999999962,0
0.7409326424870466,-4847.700000000001,2
0.7448979591836735,-207.31999999999402,1
0.7382198952879581,-5239.5599999999995,2
0.7361477572559367,-4815.539999999997,2
0.6655518394648829,-4624.760000000002,0
0.635036496350365,-4176.0,0
0.7275204359673024,-5673.750000000004,2
0.6721311475409836,-3033.9999999999964,0
0.7442455242966752,-5456.25,2
0.7014925373134329,-5734.000000000001,2
0.66996699669967,-2032.0300000000038,0
0.7375328083989501,-3003.8899999999994,2
0.7289972899728997,925.3600000000032,1
0.7183098591549296,-5627.8499999999985,2
0.7474747474747475,-3226.4000000000015,2
0.7229916897506925,-378.4500000000007,1
0.7493734335839599,-4514.899999999999,2
0.6825396825396826,131.15000000000293,1
0.6402877697841727,-859.7400000000023,0
0.7198879551820728,-3729.070000000005,2
0.6610169491525424,920.3999999999997,0
0.7297297297297297,-2151.8999999999996,1
0.7252747252747253,-1254.0,1
0.7402597402597403,-1399.349999999999,1
0.7297297297297297,-3615.300000000004,2
0.6978851963746223,-3529.679999999994,2
0.6644295302013423,-651.4199999999985,0
0.6763754045307443,-3678.400000000002,0
0.691358024691358,-5496.960000000005,2
0.7142857142857143,-4837.499999999998,2
0.6825396825396826,-2562.7999999999975,0
0.6865203761755486,-3609.120000000004,0
0.7183098591549296,-4584.9000000000015,2
0.6466431095406361,-419.0699999999986,0
0.7481108312342569,-5426.190000000003,2
0.6996996996996997,-4266.229999999997,2
0.7382198952879581,98.70000000000641,1
0.6296296296296297,-3117.8000000000006,0
0.7442455242966752,-3509.4600000000005,2
0.7252747252747253,-1103.5200000000018,1
0.6389891696750902,-3122.28,0
0.7389033942558747,-1930.0599999999981,1
0.6491228070175439,-3034.000000000001,0
0.6774193548387096,-294.0000000000012,0
0.6598639455782312,-2859.5599999999963,0
0.6825396825396826,-4115.099999999997,0
0.6794871794871795,-1049.3999999999976,0
0.6753246753246753,-1387.3600000000004,0
0.7222222222222222,-1760.2000000000025,1
0.7289972899728997,-3881.669999999998,2
0.7237569060773481,-2986.8000000000015,2
0.7487437185929648,-2243.9400000000005,1
0.7134670487106017,1053.2699999999975,1
0.6815286624203821,-3674.3800000000033,0
0.7422680412371134,-3487.680000000004,2
0.6677740863787376,-3063.2400000000016,0
0.6491228070175439,-2181.1499999999987,0
0.7005988023952096,-294.8399999999979,1
0.6503496503496503,-911.3999999999958,0
0.6904024767801857,-3646.049999999999,2
0.7422680412371134,-4478.400000000003,2
0.6763754045307443,-3153.810000000001,0
0.7468354430379747,-660.7999999999943,1
0.6515679442508711,-2992.0,0
0.7429305912596401,-1719.5499999999968,1
0.6784565916398714,-1886.3399999999995,0
0.7198879551820728,-2970.9200000000005,2
0.7076023391812866,-3956.6999999999985,2
0.6784565916398714,-3236.7400000000007,0
0.6774193548387096,-4074.0000000000014,0
0.7395833333333334,-4876.279999999996,2
0.7041420118343196,-3803.2399999999975,2
0.7354497354497355,-233.52000000000095,1
0.658703071672355,-4190.030000000002,0
0.6978851963746223,-3402.630000000001,2
0.7402597402597403,-931.9500000000029,1
0.6575342465753424,-1459.199999999999,0
0.726027397260274,609.4999999999955,1
0.71671388101983,-144.20999999999827,1
0.7487437185929648,-5882.519999999994,2
0.7319034852546917,-933.6600000000044,1
0.6763754045307443,-2767.1600000000017,0
0.6978851963746223,-401.9399999999988,1
0.6621621621621622,-5047.0,0
0.6677740863787376,-2631.0900000000006,0
0.7333333333333333,32.99999999999734,1
0.7050147492625368,1027.699999999996,1
0.6503496503496503,-613.8000000000021,0
0.6835443037974683,-4326.4800000000005,2
0.7076023391812866,-4179.339999999996,2
0.7487437185929648,-292.03999999999695,1
0.6884735202492211,-3628.8200000000033,0
0.6575342465753424,-1745.2800000000007,0
0.7222222222222222,-5686.199999999997,2
0.7275204359673024,-6610.919999999997,2
0.71671388101983,-4761.459999999998,2
0.7304582210242587,-4994.530000000002,2
0.6551724137931034,-3003.9000000000005,0
0.7354497354497355,-5434.900000000003,2
0.6951219512195121,-2859.1200000000044,0
0.6610169491525424,-639.6000000000003,0
0.6415770609318996,-4215.449999999997,0
0.7389033942558747,-6101.4800000000005,2
0.6610169491525424,-1534.650000000001,0
0.6296296296296297,-2429.3000000000034,0
0.7275204359673024,-1220.1899999999982,1
0.6610169491525424,-2858.6999999999994,0
0.7304582210242587,-4387.49,2
0.6323529411764706,-3999.0,0
0.6960486322188449,-4538.780000000005,2
0.7050147492625368,-544.9200000000003,1
0.6666666666666666,-3472.0,0
0.7435897435897436,-1154.2000000000053,1
0.6666666666666666,-3575.999999999999,0
0.6336996336996337,-1754.22,0
0.6527777777777778,-3096.3599999999997,0
0.7474747474747475,-6979.680000000004,2
0.7191011235955056,-1249.2799999999988,1
0.7191011235955056,-2813.439999999995,2
0.6491228070175439,-2693.6000000000004,0
0.7014925373134329,418.3000000000003,1
0.7347480106100795,-4620.3600000000015,2
0.6677740863787376,-319.5900000000007,0
0.7442455242966752,-7144.050000000003,2
0.6666666666666666,-110.00000000000227,0
0.6539792387543253,-1081.0799999999997,0
0.6932515337423313,-4153.879999999999,2
0.7014925373134329,-4457.95,2
0.7402597402597403,-4996.05,2
0.7354497354497355,-1228.7599999999966,1
0.732620320855615,-2887.9599999999978,2
0.7319034852546917,-3412.5,2
0.6551724137931034,-1977.8999999999994,0
0.7126436781609196,-3945.6799999999994,2
0.6598639455782312,-1870.1599999999974,0
0.7368421052631579,-5166.000000000005,2
0.726775956284153,-787.3599999999983,1
0.726027397260274,-455.7999999999997,1
0.6677740863787376,-2124.569999999999,0
0.6987951807228916,-4438.159999999999,2
0.7041420118343196,-3251.079999999999,2
0.7076023391812866,-3726.7999999999947,2
0.6296296296296297,-3224.8999999999996,0
0.7333333333333333,-5304.749999999998,2
0.6805111821086262,-3197.130000000004,0
0.6539792387543253,-4222.26,0
0.7076023391812866,275.8800000000001,1
0.7304582210242587,-279.13000000000034,1
0.6815286624203821,-4376.300000000004,2
0.6575342465753424,-1816.3200000000015,0
0.7442455242966752,-5549.369999999998,2
0.7134670487106017,-4086.0899999999992,2
0.7237569060773481,-4283.700000000003,2
0.6644295302013423,-5690.520000000002,0
0.7275204359673024,-5286.600000000003,2
0.6655518394648829,-2326.3099999999995,0
0.691358024691358,-3579.520000000001,2
0.6551724137931034,-993.7000000000007,0
0.7150997150997151,-4126.44,2
0.7297297297297297,-5046.299999999999,2
0.7229916897506925,-709.9199999999997,1
0.658703071672355,-3333.1099999999965,0
0.6621621621621622,-2612.6800000000026,0
0.7142857142857143,-5927.500000000002,2
0.7109826589595376,-4883.0999999999985,2
0.6904024767801857,-4036.299999999999,2
0.7126436781609196,-977.1199999999994,1
0.7084548104956269,-342.6299999999992,1
0.7375328083989501,2602.0599999999977,1
0.6960486322188449,-3822.0099999999993,2
0.6466431095406361,-2911.5300000000047,0
0.7340425531914894,-6234.840000000001,2
0.7354497354497355,-3430.520000000001,2
0.6996996996996997,-2747.0700000000015,2
0.7237569060773481,-468.9800000000016,1
0.7468354430379747,-2206.599999999997,1
0.6491228070175439,-2675.099999999999,0
0.7347480106100795,-3304.609999999998,2
0.7402597402597403,-5460.599999999999,2
0.71671388101983,-2651.4399999999973,2
0.7493734335839599,-2421.8999999999983,2
0.7282608695652174,-2763.080000000001,2
0.7468354430379747,-2236.1000000000035,1
0.7429305912596401,-4722.260000000001,2
0.7297297297297297,-1004.3999999999996,1
0.7237569060773481,-5420.78,2
0.6666666666666666,-4716.000000000003,0
0.6389891696750902,-4217.910000000003,0
0.7050147492625368,382.3999999999986,1
0.6774193548387096,-3536.4000000000005,0
0.6815286624203821,-635.5799999999997,1
0.7252747252747253,-6845.520000000002,2
0.7222222222222222,-439.3999999999994,1
0.6978851963746223,-2642.6399999999994,0
0.6884735202492211,-2214.419999999999,0
0.7058823529411765,-1471.199999999999,1
0.7429305912596401,-1135.770000000002,1
0.6666666666666666,-32.000000000005,0
0.7389033942558747,-2849.809999999998,2
0.6402877697841727,-2408.34,0
0.7319034852546917,-101.01000000000124,1
0.7422680412371134,-5595.840000000002,2
0.6904024767801857,-3396.2899999999977,0
0.7481108312342569,-5533.109999999999,2
0.7333333333333333,-2376.000000000004,1
0.6610169491525424,-3344.2499999999955,0
0.691358024691358,-3268.1599999999944,0
0.696969696969697,-5273.9000000000015,2
0.7275204359673024,-5169.1200000000035,2
0.7014925373134329,-2387.6000000000026,1
0.7191011235955056,-3998.720000000001,2
0.6323529411764706,-682.8399999999998,0
0.7493734335839599,-6255.0800000000045,2
0.6845425867507886,-97.64999999999753,1
0.6815286624203821,-66.34000000000049,1
0.6774193548387096,461.9999999999976,1
0.7368421052631579,-4227.999999999998,2
0.7487437185929648,-879.1000000000051,1
0.6774193548387096,-3305.400000000002,0
0.6941896024464832,-4948.599999999999,2
0.7347480106100795,-4459.699999999998,2
0.7347480106100795,-3235.360000000002,2
0.7487437185929648,-1603.2399999999986,1
0.6845425867507886,-937.4399999999985,1
0.7275204359673024,-3238.7099999999987,2
0.6904024767801857,-4544.739999999999,2
0.7023809523809523,-5418.560000000002,2
0.6855345911949685,-3300.520000000003,0
0.7183098591549296,-4069.800000000002,2
0.7395833333333334,-5390.3200000000015,2
0.6774193548387096,-831.6000000000017,0
0.6336996336996337,-1935.8699999999997,0
0.7319034852546917,-4040.4000000000033,2
0.7493734335839599,-4798.949999999995,2
0.6575342465753424,-2605.4399999999987,0
0.6389891696750902,-1621.3200000000045,0
0.7368421052631579,-83.99999999999523,1
0.7347480106100795,-3459.7299999999946,2
0.7493734335839599,-4810.910000000001,2
0.6296296296296297,-3857.2999999999997,0
0.6515679442508711,-688.1600000000012,0
0.6402877697841727,-2928.099999999998,0
0.6598639455782312,9.699999999996692,0
0.7481108312342569,-4965.839999999999,2
0.6515679442508711,-3448.2799999999997,0
0.6539792387543253,-2309.58,0
0.7023809523809523,-646.6400000000021,1
0.6666666666666666,-318.0000000000007,0
0.6904024767801857,747.0499999999987,1
0.6996996996996997,307.5599999999984,1
0.6621621621621622,-4268.88,0
0.7159090909090909,-173.87999999999943,1
0.7023809523809523,-2515.7600000000057,1
0.7109826589595376,-3667.859999999999,2
0.6742671009771987,-3955.769999999997,0
0.6742671009771987,-3966.1199999999994,0
0.7416020671834626,-2221.380000000003,1
0.6855345911949685,-3756.140000000001,0
0.7229916897506925,-3502.6199999999967,2
0.6941896024464832,-5068.910000000003,2
0.6996996996996997,-4093.8099999999986,2
0.7214484679665738,-872.8300000000012,1
0.726027397260274,-471.7000000000003,1
0.6987951807228916,-5410.239999999998,2
0.6441281138790036,-1290.5299999999993,0
0.7455470737913485,-2994.4599999999996,2
0.6835443037974683,-4877.279999999997,2
0.6632996632996633,-3081.08,0
0.6466431095406361,-2982.900000000002,0
0.6688741721854304,-2700.7400000000007,0
0.7014925373134329,-4700.0,2
0.7442455242966752,-5226.359999999994,2
0.7368421052631579,-4093.6000000000013,2
0.6951219512195121,1746.479999999999,1
0.7198879551820728,-5134.860000000004,2
0.7361477572559367,-546.8399999999942,1
0.6794871794871795,570.2799999999995,1
0.658703071672355,-3296.4399999999996,0
0.7409326424870466,-6223.360000000005,2
0.7493734335839599,-5029.179999999998,2
0.6774193548387096,-2585.1000000000004,0
0.6742671009771987,-536.1300000000007,0
0.6688741721854304,173.71999999999989,0
0.6515679442508711,-3126.64,0
0.6551724137931034,-285.0,0
0.7422680412371134,-1975.680000000004,1
0.7474747474747475,364.0800000000054,1
0.7429305912596401,-6152.810000000006,2
0.6941896024464832,1861.3999999999974,1
0.7014925373134329,-4002.05,2
0.6415770609318996,596.0700000000022,0
0.7481108312342569,374.2199999999973,1
0.6575342465753424,-3327.3600000000024,0
0.7422680412371134,-6635.519999999998,2
0.6960486322188449,-5177.69,2
0.673202614379085,-2750.099999999999,0
0.6415770609318996,-3435.0099999999998,0
0.7422680412371134,-4075.1999999999975,2
0.6941896024464832,-3516.2299999999955,2
0.6428571428571429,-2970.0000000000027,0
0.7395833333333334,-4935.919999999998,2
0.6428571428571429,-2721.600000000001,0
0.7354497354497355,-5.559999999994943,1
0.6453900709219859,-800.8000000000011,0
0.6875,-1885.3999999999985,0
0.7023809523809523,-1333.4000000000015,1
0.7304582210242587,-3934.920000000003,2
0.6794871794871795,-909.4800000000043,0
0.6677740863787376,771.8400000000007,0
0.6363636363636364,-2859.5000000000005,0
0.7368421052631579,-5238.800000000002,2
0.6742671009771987,-3895.7399999999984,0
0.6710526315789473,-4802.160000000002,0
0.7101449275362319,-3822.0000000000055,2
0.6688741721854304,-896.8799999999995,0
0.7429305912596401,-6173.04,2
0.7304582210242587,-3178.829999999997,2
0.6466431095406361,-2373.5099999999998,0
0.6941896024464832,-4574.049999999995,2
0.7076023391812866,-4162.400000000001,2
0.647887323943662,-1256.7200000000023,0
0.7183098591549296,1257.1500000000017,1
0.7487437185929648,-1960.8400000000038,1
0.6805111821086262,-3951.1499999999965,0
0.6296296296296297,-3364.3000000000034,0
0.7297297297297297,-342.90000000000276,1
0.7159090909090909,-3039.119999999997,2
0.6763754045307443,-2478.739999999997,0
0.71671388101983,-1055.0099999999968,1
0.7448979591836735,-484.719999999999,1
0.7134670487106017,-2920.7699999999973,2
0.7229916897506925,-2910.1500000000015,2
0.7461928934010152,-1420.0199999999995,1
0.7389033942558747,489.5899999999971,1
0.6491228070175439,-808.4500000000008,0
0.7159090909090909,-2162.159999999996,1
0.726775956284153,-311.22000000000423,1
0.6655518394648829,129.35000000000113,0
0.726027397260274,-930.1499999999976,1
0.7442455242966752,-4766.579999999999,2
0.6598639455782312,-3129.220000000005,0
0.7442455242966752,-2624.8199999999947,2
0.732620320855615,-1690.5800000000045,1
0.726027397260274,-4102.200000000004,2
0.7487437185929648,-5545.779999999995,2
0.7126436781609196,-260.39999999999577,1
0.726027397260274,-2734.7999999999984,2
0.726027397260274,2408.850000000001,1
0.71671388101983,-2585.66,2
0.6835443037974683,-3183.8399999999956,0
0.6825396825396826,-453.64999999999986,1
0.7368421052631579,-5381.599999999999,2
0.6825396825396826,-425.7000000000039,1
0.7058823529411765,511.1999999999989,1
0.7311827956989247,-3802.5600000000013,2
0.7375328083989501,-4684.269999999997,2
0.7041420118343196,-3217.7600000000025,2
0.7101449275362319,-3868.5500000000015,2
0.6753246753246753,-4151.680000000002,0
0.6621621621621622,-4629.519999999995,0
0.673202614379085,-471.7400000000042,0
0.7252747252747253,-4189.680000000001,2
0.7023809523809523,-4849.800000000003,2
0.6598639455782312,-512.1600000000028,0
0.7289972899728997,-1501.0200000000034,1
0.658703071672355,-3773.149999999997,0
0.7150997150997151,-4779.039999999998,2
0.7368421052631579,-6047.999999999998,2
0.7448979591836735,-3010.5199999999923,2
0.6710526315789473,726.2400000000005,1
0.6865203761755486,788.3999999999987,1
0.6666666666666666,-1637.9999999999995,0
0.7448979591836735,-1019.0800000000027,1
0.6575342465753424,-558.7199999999993,0
0.7375328083989501,-2396.9300000000003,1
0.6688741721854304,-3555.199999999996,0
0.7297297297297297,-5853.599999999994,2
0.6296296296296297,-3529.1999999999985,0
0.6855345911949685,-3706.0,0
0.7198879551820728,-6039.5,2
0.7448979591836735,-329.9599999999987,1
0.7142857142857143,-2692.5000000000027,2
0.6503496503496503,-844.4399999999985,0
0.7448979591836735,-5986.0,2
0.6774193548387096,-3622.5,0
0.696969696969697,225.39999999999765,1
0.6941896024464832,-4169.989999999998,2
0.7455470737913485,-5707.639999999997,2
0.6923076923076923,-4182.750000000001,2
0.6389891696750902,-2739.959999999998,0
0.635036496350365,-189.65999999999565,0
0.7474747474747475,-2080.88,1
0.6539792387543253,-2366.2799999999993,0
0.6960486322188449,-6.87000000000026,1
0.7429305912596401,-6126.7999999999965,2
0.7402597402597403,1271.1000000000022,1
0.696969696969697,-538.2000000000007,1
0.7368421052631579,-6591.199999999998,2
0.7493734335839599,-1139.1900000000007,1
0.7409326424870466,-4681.8200000000015,2
0.658703071672355,-4805.699999999995,0
0.7101449275362319,-4478.6,2
0.6575342465753424,-2232.959999999999,0
0.7109826589595376,-2797.0200000000013,2
0.6774193548387096,-3376.7999999999965,0
0.7340425531914894,-4371.840000000001,2
0.7368421052631579,-5532.799999999997,2
0.71671388101983,-3956.9199999999964,2
0.7354497354497355,-4067.1399999999985,2
0.7275204359673024,-6426.689999999998,2
0.7206703910614525,853.9800000000006,1
0.6923076923076923,-3996.0000000000014,2
0.7084548104956269,-2464.019999999997,1
0.6389891696750902,-396.4800000000016,0
0.6875,8.79999999999825,1
0.7101449275362319,-4348.75,2
0.7118155619596542,-5700.759999999999,2
0.7175141242937854,-3926.8399999999947,2
0.7297297297297297,-26.999999999998465,1
0.7282608695652174,-5847.759999999998,2
0.7304582210242587,-4346.839999999997,2
0.6453900709219859,-2740.9200000000005,0
0.7382198952879581,338.3999999999968,1
0.6621621621621622,-2926.2800000000016,0
0.6825396825396826,-1279.2500000000036,0
0.7448979591836735,-3477.719999999999,2
0.7354497354497355,-4453.559999999995,2
0.6688741721854304,-2520.9600000000037,0
0.7150997150997151,-276.09999999999854,1
0.6515679442508711,-1529.6600000000012,0
0.7214484679665738,-3209.01,2
0.6987951807228916,-3950.96,2
0.6563573883161512,-1258.6900000000007,0
0.6884735202492211,-4307.290000000002,2
0.6632996632996633,-1993.6400000000008,0
0.7442455242966752,-2566.619999999998,2
0.6978851963746223,-900.9000000000013,1
0.658703071672355,517.2400000000014,0
0.7005988023952096,-4560.660000000002,2
0.7005988023952096,657.5400000000005,1
0.6503496503496503,-2884.8599999999983,0
0.6996996996996997,-3714.0199999999995,2
0.7435897435897436,-4341.299999999999,2
0.7429305912596401,-2164.6099999999983,1
0.6563573883161512,-1526.0900000000017,0
0.7487437185929648,-214.55999999999966,1
0.7340425531914894,60.719999999999686,1
0.6621621621621622,958.4400000000029,0
0.7422680412371134,-5990.400000000003,2
0.6441281138790036,-2439.8799999999983,0
0.7183098591549296,-1277.5500000000013,1
0.7389033942558747,-8054.180000000002,2
0.6389891696750902,-2352.3300000000013,0
0.7493734335839599,-128.56999999999778,1
0.6904024767801857,-3753.0899999999997,2
0.7206703910614525,-1228.0799999999977,1
0.7222222222222222,-1349.3999999999994,1
0.6845425867507886,-4205.459999999999,2
0.6296296296296297,-396.0999999999997,0
0.6563573883161512,-3692.029999999997,0
0.7118155619596542,-4122.429999999999,2
0.7435897435897436,-6417.699999999999,2
0.7237569060773481,-5706.360000000001,2
0.7319034852546917,-6150.6900000000005,2
0.7304582210242587,-5037.890000000001,2
0.7409326424870466,-4673.240000000001,2
0.75,-4922.999999999999,2
0.6515679442508711,-3149.080000000001,0
0.6894409937888198,-2202.239999999997,0
0.7389033942558747,-5623.210000000001,2
0.7448979591836735,-1427.879999999996,1
0.6932515337423313,-5539.259999999998,2
0.732620320855615,-1205.6000000000015,1
0.6655518394648829,-2913.3599999999974,0
0.7375328083989501,-5490.739999999998,2
0.6996996996996997,-2059.7200000000007,1
0.7340425531914894,-1148.159999999999,1
0.6884735202492211,545.870000000006,1
0.75,-4613.999999999998,2
0.7493734335839599,-4885.660000000001,2
0.7198879551820728,737.5900000000012,1
0.6309963099630996,-2094.75,0
0.7422680412371134,-3038.399999999999,2
0.6742671009771987,-2989.0799999999995,0
0.6987951807228916,-2004.4800000000034,1
0.6677740863787376,-3740.609999999997,0
0.6621621621621622,-983.920000000002,0
0.7304582210242587,-2005.4000000000015,1
0.726775956284153,-3997.9800000000005,2
0.7206703910614525,-1292.5799999999977,1
0.6825396825396826,-290.24999999999875,1
0.6742671009771987,-2444.6699999999973,0
0.7455470737913485,-2455.339999999999,2
0.6996996996996997,-372.7999999999987,1
0.71671388101983,-5629.25,2
0.7023809523809523,-3391.320000000001,2
0.6402877697841727,-1639.3800000000015,0
0.6865203761755486,-3508.379999999996,0
0.6996996996996997,-699.0,1
0.66996699669967,-383.67000000000303,0
0.7304582210242587,-571.8100000000037,1
0.6784565916398714,-196.23000000000144,1
0.7416020671834626,-4520.25,2
0.7032640949554896,-4050.330000000001,2
0.7468354430379747,-2156.449999999992,1
0.6551724137931034,-79.79999999999762,0
0.7175141242937854,-734.0600000000002,1
0.7493734335839599,-5788.640000000004,2
0.6794871794871795,-2427.4000000000005,0
0.726027397260274,-4401.650000000003,2
0.6753246753246753,-823.6800000000017,0
0.7448979591836735,-4464.679999999998,2
0.6621621621621622,-4753.0,0
0.635036496350365,-1258.0199999999982,0
0.6855345911949685,-2073.179999999998,0
0.6721311475409836,981.9499999999983,1
0.6441281138790036,-2818.1699999999987,0
0.7191011235955056,2496.0,1
0.7319034852546917,-663.3900000000019,1
0.7041420118343196,-3170.1599999999985,2
0.7429305912596401,-606.8999999999984,1
0.6677740863787376,-2518.53,0
0.7134670487106017,-2524.8599999999965,1
0.7041420118343196,744.9399999999989,1
0.658703071672355,-67.5499999999989,0
0.7159090909090909,-3989.1599999999994,2
0.7422680412371134,-5114.879999999997,2
0.6441281138790036,-2814.549999999997,0
0.7389033942558747,-2447.9500000000016,1
0.7134670487106017,-4721.040000000002,2
0.7422680412371134,-4896.0,2
0.7389033942558747,-3795.029999999999,2
0.6363636363636364,353.5000000000018,0
0.6376811594202898,-1003.200000000003,0
0.7229916897506925,-1928.7900000000038,1
0.7442455242966752,-4565.789999999999,2
0.7142857142857143,-4864.9999999999945,2
0.6721311475409836,-3245.1500000000024,0
0.7354497354497355,-6669.220000000003,2
0.6621621621621622,-3571.12,0
0.6794871794871795,-2440.119999999998,0
0.7032640949554896,-3062.0399999999972,2
0.7222222222222222,-2220.4000000000015,1
