Simulated_Demand,Simulated_OrderingCost,HoldingCost,EOQ
9209.471430946025,1238.771450558147,1250,135.10547158949157
9559.464737515089,1117.2280530230234,1250,130.72170241630872
11472.722741375721,1265.7036272991872,1250,152.42607015209504
10643.638951907204,1153.0081777665284,1250,140.12681543655157
9814.021652916696,1170.1707999178666,1250,135.5526853618462
10337.238912500978,1277.0164142211006,1250,145.33175162497054
9969.748629688429,1104.8826006983231,1250,132.75783544049636
10760.570457026548,1204.0084641850003,1250,143.97676429045913
8559.16362122902,943.7646299904375,1250,113.68613556994059
10297.897175460474,1100.4631441346755,1250,134.65485541150204
10431.062129396452,1106.925802936328,1250,135.92004604508278
10133.185772495008,1154.591816644549,1250,136.81925811499906
11751.920810273305,1314.0378789382373,1250,157.18762849528161
11347.29690018783,1202.885732294288,1250,147.78092727462845
10822.360939114882,1210.998009312137,1250,144.80805255689643
11469.591367433726,1191.292552169247,1250,147.8574382164035
8602.510659639207,960.1654169695273,1250,114.95970239695149
11668.311119564514,1257.4205368981031,1250,153.21605154895184
10544.256850041742,1378.7577410749898,1250,152.51479013330106
8348.265056274045,1156.967854172183,1250,124.31363116387841
9763.930170384967,1289.0730279848417,1250,141.90937406539823
9307.359774899118,1055.8351507782252,1250,125.39242472352338
8789.651349002892,1337.9301691526425,1250,137.17107401293725
9257.467906196882,1133.7579018813826,1250,129.58844016386038
10634.498150727904,1116.1265510118121,1250,137.80824789663893
8295.051577244358,1010.1958591530122,1250,115.79033987198008
9943.192603284542,1259.6794116438266,1250,141.5640350279221
9797.75475614958,1251.6531244570883,1250,140.0764954056114
8387.162473992365,1014.563575083827,1250,116.6828833680252
12253.935916294242,1347.9341126564016,1250,162.56690062065397
10768.971891898518,1120.8330395118674,1250,138.96888571483606
9761.99380926955,1199.798721943968,1250,136.8936971287519
11314.346113716523,1248.333931973411,1250,150.3280794627209
10525.913801287801,1179.8814077859,1250,140.96427912969432
10792.665066840085,1236.2787296917527,1250,146.11087438693463
10044.02273274568,1110.8298993376475,1250,133.60958505233629
9886.428257898368,1070.4560755464054,1250,130.12601396566927
9959.860994013045,1210.6693629557878,1250,138.89909180264627
7595.481615393686,1172.3592553079395,1250,119.3625279244912
8824.119795395407,1259.8367190620033,1250,133.3683628550101
10637.159743550994,1148.8392218801619,1250,139.83067659306298
10549.022087121915,1270.9280323602072,1250,146.4625433864111
9770.284160588231,1384.1144370364389,1250,147.0955681758964
9274.925062993498,1376.56388439038,1250,142.9267049764684
9774.800570816795,1098.800837612884,1250,131.0911686100167
9648.451524195618,1068.073292672481,1250,128.40718602096027
10784.557867389203,1007.6677226309669,1250,131.86205437995545
11389.608553768827,1087.6959357904248,1250,140.78881168148675
10836.653371845954,1202.9071033272562,1250,144.418765081488
10270.815283049596,1129.1947954467164,1250,136.2218846594875
10352.808000333132,1216.1969146261038,1250,141.93549604082327
8542.088931830673,1084.499999648009,1250,121.74659218927567
9459.087888990194,1109.400417824826,1250,129.57725761127975
11252.810945383651,1200.8417020616998,1250,147.03928535535272
9221.328652360118,1141.1076211196353,1250,129.75378778013064
9495.536916452933,1165.4340633593922,1250,133.06492954837262
8924.6705952804,1102.3282667283218,1250,125.46181359069644
10766.60691116421,1222.2411724040296,1250,145.10349549981032
9847.6624534598,1200.314738077812,1250,137.5226199779705
9954.43924342459,1174.9042674322027,1250,136.7948136267988
10517.104838707479,1253.179198301751,1250,145.21607079233016
8428.237026772786,1184.212537690891,1250,126.36976826905986
8494.180600659234,1276.2692644146848,1250,131.70185497256352
10767.666556850283,1126.7065322829965,1250,139.32408404607366
9883.241044665285,946.6271643453305,1250,122.34864572787312
10972.789814092026,1285.1608488301683,1250,150.20945307943057
11150.085261737526,1378.385296840452,1250,156.81384420157005
8775.890707023225,1306.565304196613,1250,135.44755035787412
11479.30444441846,1020.6506554764917,1250,136.91667308613603
9828.788788154287,1156.3917620124691,1250,134.85358214111858
10855.461864191499,912.7270720387104,1250,125.90837254404578
11815.957696232195,1186.4955522966488,1250,149.77092509672153
10916.094402017146,1192.7715314770091,1250,144.33520229045496
10492.125050979674,921.429808966062,1250,124.3720661973402
9615.11762719929,1301.7313453612414,1250,141.51353294811472
10288.732346713694,1003.5790688727891,1250,128.53361539081533
10061.424893876612,1101.7509208966194,1250,133.17768066675873
9094.580748826562,1017.5166872019938,1250,121.6808131138975
10618.70262190713,1333.5617332722761,1250,150.52279813276573
12120.143134162845,1023.1141929908486,1250,140.8561845948844
10767.372161226476,1299.980564450509,1250,149.65226113787867
9419.495322781991,1089.8905937508803,1250,128.16376617550222
8914.25767903307,1136.7176107847743,1250,127.32945419394711
10202.62159585595,1363.2134412608175,1250,149.17560602494618
11105.338338010117,1006.1499666877605,1250,133.70795517901058
9211.156751399489,1355.9568449171366,1250,141.36438616095546
9268.907167404932,1193.170300390779,1250,133.02261311056424
8294.711065385914,1338.3640098615538,1250,133.27471035189168
8087.251794148612,1002.8627303056057,1250,113.9150800549166
11050.817060836704,1430.4074015479869,1250,159.03293000871784
9709.388915275085,1194.376462576461,1250,136.2155091692887
10908.279559782988,1234.733737763686,1250,146.7995683558889
9626.781820623335,1141.7455654337168,1250,132.61273213742103
8433.202042515017,1227.9530126544264,1250,128.72032227697244
9908.083177930524,1147.4584585064783,1250,134.8724662789385
8998.185204437612,1091.9362976047883,1250,125.38226373643627
10618.3769205067,1305.7996378090857,1250,148.94548123078056
9672.883843709384,1148.1024512104345,1250,133.29943226427667
9146.351953385796,1312.418405228911,1250,138.58623680192733
10030.995769655907,1244.1481175192719,1250,141.30842581338837
10358.470130093463,1163.0758055359277,1250,138.8391068290389
8834.639900156579,1080.4640213176897,1250,123.58323869144643
11127.885532647451,1112.9178822179315,1250,140.766034542755
9589.63768025165,1063.8731357554548,1250,127.76326802112092
8783.933481073593,1107.7002003565533,1250,124.77156648470103
11688.40718424446,1278.9644869430915,1250,154.65604519748544
9473.211128576377,1329.9452153462394,1250,141.97944535412103
9847.701126703554,1362.5208056390206,1250,146.5207025527706
12211.730350396214,1323.379408711943,1250,160.8017536743031
10094.550955222578,1283.9171848219632,1250,144.00315243477823
10015.071219282212,979.6801963229949,1250,125.29368340531887
9345.374585787955,1085.809008521614,1250,127.41925702660495
9323.208958169127,1415.2405719167332,1250,145.29739751590037
11122.149742854659,1252.9061761729977,1250,149.31850577952363
10812.342950451359,972.9463816912973,1250,129.73714935204677
10728.18371308953,1312.7549179442601,1250,150.11182994004326
7760.252812312718,1291.8284104535278,1250,126.64858502326796
8575.926357332915,963.5993572264762,1250,114.98700535658865
11326.318216859578,1079.154114286519,1250,139.84473048888105
9284.053260615623,1318.7525451308813,1250,139.96210267964688
9694.761727747598,1178.38015515251,1250,135.1983125865694
9797.91309356207,1241.7118525169742,1250,139.52023404915735
9773.665583609323,1213.6951289230922,1250,137.76647087328558
9496.441874587294,1242.2183507855234,1250,137.3850318704649
10313.843031904567,1427.7463005221018,1250,153.49554382048962
9618.749050326298,1177.9001378634025,1250,134.63982075123434
10238.824325937041,1315.7322773177664,1250,146.81444968351957
8908.4148468228,1212.4291826130082,1250,131.4584170366338
7492.173963944933,1167.4161699933125,1250,118.2978277664452
11072.72703009936,1112.8629076383218,1250,140.4132597624701
10176.837615285312,1136.5313310739677,1250,136.0370232019142
9140.597802266317,1316.5783197921721,1250,138.76202879118657
8954.741310154346,1235.1558352635711,1250,133.0293259849896
10308.35162076616,1097.7840579553651,1250,134.55909674533603
10155.685256957628,1087.8062595038427,1250,132.95062537389975
10521.791874909159,1042.2065142428528,1250,132.45908067648872
9660.39449680816,1169.667400841052,1250,134.45860937660066
11112.95533821067,1216.805168605427,1250,147.0907284312156
10955.01349011206,1266.5629258187855,1250,148.99779294161692
10548.30300089576,1160.168017172392,1250,139.93028994228703
11020.905883524887,1157.2595508837596,1250,142.8512434281211
8270.174520069893,1174.2255397839729,1250,124.65023154370299
10453.476404644069,1007.2049137544624,1250,129.79240532834785
9114.897641279615,1052.3293871787173,1250,123.88300706098161
10786.717104708963,1400.7435164414994,1250,155.48337041939735
9790.300845786784,1263.783643568191,1250,140.70008997590392
10505.519365899723,1386.4556335727953,1250,152.65876461420626
9347.447096047394,1173.614524229001,1250,132.48577086696318
9659.231350575941,1209.0440688048316,1250,136.69490918759206
12504.31680211681,1203.6973338236776,1250,155.18460127728972
9145.28934739294,1061.4603327728257,1250,124.62655815828334
11252.645007313047,1096.8894595226304,1250,140.52989831503692
10663.586959199096,1118.4370404889646,1250,138.13935363765594
8733.307263416827,1272.6239520362185,1250,133.35196138889677
9369.255133236467,1251.0510767086673,1250,136.9462184794816
10499.282940846044,1265.5518294014962,1250,145.80747159561685
9731.851316056813,1282.342026780565,1250,141.3056938185261
9077.453671551917,905.5091698723039,1250,114.68019908375655
10706.892173120108,1219.8708605804964,1250,144.56016474460233
9389.92175598603,1023.4616685629946,1250,124.00145152735867
7963.421701164657,1206.2092017850766,1250,123.97130334808796
11648.785965729952,1183.3731100282823,1250,148.51187199046228
9638.664613308454,1197.0758589004988,1250,135.87177908972893
12179.20511190877,1290.228507198376,1250,158.56333816062718
9066.42474829961,1203.3724684682525,1250,132.12288782519374
10332.43691115494,1073.2393360105386,1250,133.20166803699547
10759.13662234256,1101.8629443426776,1250,137.72490817440107
8489.05423265993,1209.1360264607733,1250,128.1525422504817
9917.844140509646,1199.8773717356767,1250,137.98664724152866
9235.355382337213,1124.9864858554752,1250,128.93192000246947
11128.44666036911,1252.9302738000897,1250,149.36220523892092
9043.253923422715,965.9163726695871,1250,118.22031654055056
9085.58359788779,1218.875888659223,1250,133.11167511146806
9368.06828164556,1114.8419753787816,1250,129.26819097422563
9410.839561069337,1191.2750924716454,1250,133.930721006638
10784.627912958349,1199.949695526517,1250,143.8944667762935
10061.937021517651,1173.0167563340615,1250,137.42093422717366
9500.64316784526,1307.3089045583915,1250,140.9696444620952
10742.402067844196,1445.433590119926,1250,157.61943427095912
10610.564298389252,1140.1902813831043,1250,139.1290755694953
9095.34869088981,1314.353431285394,1250,138.30113671612762
9185.01311568989,1297.1684023826485,1250,138.06959861833815
9240.086006107385,1241.8990060544736,1250,135.5005749174083
8940.248785133637,1293.5862425198497,1250,136.0293076254006
8766.32834449075,1232.7548795408043,1250,131.49438949143243
9802.160065772989,1212.2167724671513,1250,137.8830973724494
9604.196165838366,1149.688806315481,1250,132.9170377372137
10154.781204009772,1079.7433946292178,1250,132.4510954514729
8991.977938333323,1156.9740600433906,1250,129.01773659855672
9602.529860280993,1079.3524243434751,1250,128.77586037468296
10924.214692914666,1159.8631897882074,1250,142.38311416543863
9773.33779700389,1040.6966008836544,1250,127.56851915503097
12071.63585461212,1491.2480874665896,1250,169.71413084729713
9219.601421595651,1347.1303657402918,1250,140.96811006779578
9908.18661626241,1392.4523511375728,1250,148.5755174950405
10336.233086400387,1211.9714602520878,1250,141.5752492901531
7500.730460381418,1094.567283188798,1250,114.61276830755743
10020.520669574942,1223.8399503244775,1250,140.07719882109578
8785.166286062615,1112.5474165588466,1250,125.05303870341633
10553.447017250819,1034.0147124319972,1250,132.13580579212538
10133.72972372354,1348.5544237786867,1250,147.86959686591396
10385.46962911182,1240.2584091799172,1250,143.55857921162954
7979.848550822237,1101.3704668298524,1250,118.58343576503833
12054.20183359104,1128.1005698944882,1250,147.5037732837895
11264.476209547069,1126.699093277246,1250,142.50150950240376
9722.179498490537,1261.8704214424222,1250,140.10356592806127
10100.69301599401,1245.7814941201295,1250,141.89154414334226
9181.609745273014,1063.647577263749,1250,125.00238052735392
9114.1283856095,1136.121823024516,1250,128.71525259572405
9770.718617942588,1324.4730456767784,1250,143.89470287043773
10087.341456025048,1258.1516523010303,1250,142.49999478019691
10141.601012580131,1066.147889576547,1250,131.52913907717743
10017.26952600565,1215.6938532229842,1250,139.5875810455528
10759.923221341307,1071.7694316427842,1250,135.8361177033971
7959.58913485164,1221.1516578204596,1250,124.70679511618474
10353.85000158838,1178.4738232419543,1250,139.72396327986448
10028.020900726791,1305.4526854299365,1250,144.7265383509262
9541.19442347249,1166.5630989409706,1250,133.4490484596687
10079.036444613832,1053.6222384996788,1250,130.35027850031696
9848.102774952245,1192.3508019198953,1250,137.0687024297165
11637.042214320274,1164.2261210845847,1250,147.2312386313484
10200.011239944468,1310.234112646769,1250,146.229423446614
9162.515274689571,1365.08884642514,1250,141.464609887724
11763.870232057277,1196.532445482159,1250,150.07119599495843
9460.57393854062,1395.2543309268467,1250,145.32670373088328
10795.630872768148,1209.8363045596602,1250,144.5597241862338
11426.843819615702,1358.5190626259184,1250,157.59992464260682
9663.743046041778,1229.847582395898,1250,137.89811324057862
10576.792487925955,1203.447603586542,1250,142.70874155833135
8609.12940909572,1087.4088595562105,1250,122.38721235499472
8641.737214539773,1259.1509163628805,1250,131.94696712030913
8815.647682876255,1223.0901684980915,1250,131.3458458261634
11831.903826275156,1371.3324221894575,1250,161.1234226706899
8162.583353066021,1046.5558235074793,1250,116.91090038497832
9223.48357582014,1059.7171572936759,1250,125.05540401158538
8346.185622678266,1198.6991592329712,1250,126.51997906232359
10705.100549416564,1314.4840846467464,1250,150.04897492086357
9525.52382925619,1167.371555962129,1250,133.38560986201253
10355.677245124756,1186.9817325793022,1250,140.23979303150864
10810.606776095801,1251.6437835401416,1250,147.13818684541272
9623.69557648597,977.2036426015868,1250,122.66579228215741
11499.031605481994,1117.6701252666815,1250,143.39943706971565
10357.55864573026,970.0089997537083,1250,126.78753946242624
9988.683416614194,1212.031435303464,1250,139.17814942428748
10148.602072547663,1561.6551939261594,1250,159.24128679552345
9368.881626206567,1298.479707234803,1250,139.51517578307661
10523.232452209377,1118.5633208798897,1250,137.2349916785619
10805.66940318093,1180.2814875683036,1250,142.84946794360945
10875.243217576719,1435.3155148106057,1250,158.03495976537178
10150.7988906341,1166.2649725117858,1250,137.62860859084813
11051.556183810413,1367.598379912121,1250,155.5073777413118
9116.742460607951,1145.645149255431,1250,129.27212709323862
10675.423271841262,1184.1561587502338,1250,142.2188072773297
9045.667987013214,1264.8833793474473,1250,135.30241737304354
10671.489715706772,1159.873709292363,1250,140.72714228737607
10061.348765331237,1130.8112317264656,1250,134.92211792084362
8904.762574088027,1140.3522472046177,1250,127.46491917188733
10073.932350175906,1022.9892934236844,1250,128.40887780464058
9575.987068747841,1210.5396156711286,1250,136.18876139167259
11194.659910124867,1162.4889174239363,1250,144.2978479664902
8754.097649890778,1174.8407984762725,1250,128.27889037834365
9433.43069590991,1266.2614266068836,1250,138.24725334443386
9662.09467363777,874.7320054104875,1250,116.2875295143011
13691.624501197804,1217.0835949909115,1250,163.2855244983264
10089.19151030858,1015.0308033603562,1250,128.00525091707763
8535.430734038388,1188.966125079236,1250,127.4258247341211
10336.17133231164,1284.2536967012102,1250,145.73546579063475
10237.43765731826,1057.686935619824,1250,131.62373077446446
7495.533390919951,1187.9733180746155,1250,119.36159297295087
9466.025329390872,1048.4913931065257,1250,126.01616458086443
10828.058224105625,1010.9307900984014,1250,132.3414822690246
10616.968839456582,1030.7834429979023,1250,132.32563285795536
10134.08868558333,1312.0769186422347,1250,145.85858277565876
9662.066684397725,1402.7903801408186,1250,147.26223791401364
11917.886325593503,1228.4610000023586,1250,153.05245403300415
10541.385370590273,1327.2850639579824,1250,149.62044435602857
10544.42637248549,1252.4691861118251,1250,145.36337429635
9475.930597223913,997.5172589786746,1250,122.97905067524275
8609.904586750523,1485.8840830513823,1250,143.0710043694036
10322.458957805,1170.5179822330401,1250,139.04027520670854
11263.327259117908,1110.0650432565803,1250,141.4384720568247
10583.108267413189,1209.2630440272046,1250,143.09583764021397
10460.027501103603,1159.6308156847372,1250,139.311278642841
9035.30569270962,1101.255471223243,1250,126.17562254743811
9216.115797739703,1199.6435625213412,1250,133.0025803551776
8443.864819526058,1050.308566197349,1250,119.12120584856854
10135.524297529202,1184.6789946703302,1250,138.6064514241879
10190.231534256698,1194.5947758800269,1250,139.56043769395944
12518.950206888214,1215.2086120789047,1250,156.01608176388763
9620.920350512724,1212.1358142433812,1250,136.5978747877987
11019.95504251033,1194.0445932747043,1250,145.09758226319155
10684.728358636246,1247.5255157282659,1250,146.0381936674053
9709.584423157356,1213.3050958658341,1250,137.29202895641885
11598.922114192075,1229.1693954045556,1250,151.03398336769644
9013.97897582893,1161.658748744055,1250,129.43673381705304
7885.752750267195,1216.4878448103457,1250,123.88977273612085
11312.062343782814,1039.0313078239376,1250,137.13401871889602
10149.732734508048,1318.2518167043145,1250,146.31420227074875
11091.138633196484,1353.5761406730996,1250,154.98490572590566
8131.746168654497,1260.5917145534172,1250,128.06755620410567
8494.434814905395,1080.2001436113035,1250,121.16560374599824
10821.122259608506,1218.965654622194,1250,145.27533240811658
10726.336074239374,1088.5060074237963,1250,136.67878404174445
11473.603110162876,1282.600072060926,1250,153.4459862017557
10889.29811929346,1070.3799868661836,1250,136.56170343349584
11171.401240212619,1162.0606108031516,1250,144.12131194922455
9388.773729854609,1275.0556248054795,1250,138.39773844555143
10583.211774787938,1098.3817382691195,1250,136.37833579076576
12056.301010192521,1417.722069166773,1250,165.37222990414125
10605.03514081177,1251.6484107278027,1250,145.73277122025533
10329.786226260296,1014.0004048777594,1250,129.4567567381704
10112.807387921463,1211.9449898274897,1250,140.0352312634608
9423.98831376162,1162.8780993598098,1250,132.41721712041027
7618.707605284527,1068.327248385001,1250,114.11764408506512
10921.82629150729,1407.7436281967234,1250,156.84454148049062
9056.619314704229,1221.9418385971126,1250,133.06637175114562
11098.382329397316,1137.5741968926295,1250,142.12801759074247
10676.248177234615,1195.9452365303807,1250,142.9305182336083
11190.401988425348,1046.1059112397652,1250,136.85814944966035
8895.423371232348,1233.5447002731373,1250,132.50148591631395
10096.206099900437,1193.2411324208003,1250,138.83635489193162
10575.834160204482,1088.3220522530717,1250,135.70505392222873
8630.56438837857,1139.987027036553,1250,125.46700881908508
9611.721441301901,1165.9503382730506,1250,133.90617530717415
11269.045711353876,1292.450069615905,1250,152.65479443054062
10533.23986915543,1226.6399513555173,1250,143.78034825784397
9565.811544284445,1097.5265811859865,1250,129.6069901847455
8802.842579307979,1116.659177943519,1250,125.40988770061955
9957.078011639012,1061.4018959780801,1250,130.03668085555123
10169.519757736609,1176.6674247317226,1250,138.36845087862656
9602.701588456797,1339.3839481453965,1250,143.452873746938
7539.381377777268,1153.9524545658085,1250,117.98364392944524
7647.562554370523,1228.627520751533,1250,122.61161981455766
10762.181583198926,1037.867255494344,1250,133.68449940295363
8776.94241610861,996.2040201947453,1250,118.27848710527323
10063.641992713168,1159.1054068555168,1250,136.61520762440503
9721.345269608406,1155.8434032616942,1250,134.08267778176958
9026.40093563206,1335.8248828675244,1250,138.89674422422442
10272.340680131627,1057.8403755866875,1250,131.8574789580013
9299.453184167498,1095.3517470639028,1250,127.6631335477355
11405.92790347306,1285.3463127219438,1250,153.15648141114463
9873.510543077447,1404.8665421944631,1250,148.97497570249195
11452.043595199184,1172.3146927029877,1250,146.56274543349494
9589.43467787619,1156.5163252923182,1250,133.20863488701082
9047.25340403107,1408.0769338160594,1250,142.76822521894695
8993.587496941123,1304.1965178512928,1250,136.99287862660037
10690.543130908829,1163.4160826131722,1250,141.0676422734518
11810.04510366445,1012.9084414702166,1250,138.34735634421483
9920.30869902111,1141.3151802071395,1250,134.5939012617361
10960.593150270854,1242.42790372502,1250,147.60892531970458
8272.704821333507,1348.7375332495744,1250,133.61261912874676
10485.461722924567,1075.7409765644484,1250,134.3407061678508
9650.320895213608,1044.0138102033502,1250,126.96499226162756
9829.16197438352,1218.0141560831787,1250,138.4026498430351
9665.352841366052,1145.9442600152574,1250,133.1222332119505
8387.259630948822,1240.468975380385,1250,129.02176784187915
8075.545403137047,1203.7295421884714,1250,124.71261409201796
8200.844175967539,1206.0605868583543,1250,125.79802821730603
9993.880995412252,1248.4013961214248,1250,141.28764977785724
10862.285716801593,1325.7106106701126,1250,151.7906317577961
8389.95740062407,1193.0152736240304,1250,126.55021026611996
12010.940884560054,1214.2920682197248,1250,152.7601531707914
9168.651859698686,1190.4358648272796,1250,132.1495637883116
9616.334059685938,1058.8250211441416,1250,127.63707996707598
10869.104188207008,1270.1223069930434,1250,148.62081515843323
8665.490927887871,1188.8070499419719,1250,128.3844022070052
9433.536350817878,1007.808898257004,1250,123.33500315083411
8585.180542524015,1048.0848211439602,1250,119.98664867992531
9941.570246557203,1145.0456399755972,1250,134.95807743343974
9040.812037904087,1152.9740364454858,1250,129.14377444127743
10747.534971845478,1242.8035316726466,1250,146.18932612080727
11001.868807621902,1172.6024562336902,1250,143.67083705180121
11602.557190681644,1241.7695860438191,1250,151.8299187365783
9511.08257665861,1211.1542171628444,1250,135.76089435476845
8751.924047410183,1163.2577836502676,1250,127.62911122508594
10429.974230226608,1273.4003409718307,1250,145.77534903321876
9589.837777168803,1528.0668513027163,1250,153.1217200355961
9827.792256844712,998.5927149428217,1250,125.3089733524721
11213.267192008498,1272.8552764619612,1250,151.11778882302806
10231.68882095525,1144.2094930689866,1250,136.86311689605682
10393.346516026442,1394.2819495197157,1250,152.26952652398597
10201.632937340146,1023.5959695826889,1250,129.25850290219753
6546.645916812234,1246.1471472766063,1250,114.24944032048899
9014.086458739892,1188.0344739125035,1250,130.8987117663783
9190.9223769866,1094.2909218964082,1250,126.85451775000207
9234.725866713732,1119.014956810012,1250,128.58489097490713
10776.235988482835,1268.83725517639,1250,147.90964643462354
8792.011177188826,1071.391832835959,1250,122.76604722441834
10379.121904469372,1326.3002838522625,1250,148.40933840178639
11037.141359914125,1079.650939106372,1250,138.07974527369936
10989.311431900225,986.847643881738,1250,131.7256305778242
9797.115582989962,1258.4431731130383,1250,140.45134799844723
7921.194986958349,1451.1428308902555,1250,135.61584165521924
11326.695182976615,1277.6404766832707,1250,152.16540596508446
9034.971792435079,1191.8275650507442,1250,131.25930630126038
10790.420169763021,1065.2806119600223,1250,135.6160781131849
9819.525768761983,1309.2460619773178,1250,143.42203704165647
8505.40499822695,1239.8909653224546,1250,129.89703500055754
8245.23037037882,1086.7383893305616,1250,119.73576489831204
9495.407394323905,1261.6266735262534,1250,138.44657739172874
9299.210897493796,1215.065806959498,1250,134.45685222107414
9312.771862191767,1136.3259873461818,1250,130.12206380923905
11250.66150778615,1061.9726186109315,1250,138.26290587155395
10759.153973947185,1199.8723337430022,1250,143.7197895229202
9424.44631109201,1053.8972601107857,1250,126.06282970215175
8853.76369290091,1111.3625970290464,1250,125.47345096855405
9849.945592778859,1272.4211563387682,1250,141.6094864677512
9699.760740077638,1172.0026977741338,1250,134.8667238729235
9916.009776677694,1257.2133229726473,1250,141.23194880460284
10644.80281919651,1033.5641429313782,1250,132.6775731010866
9717.925290256688,1347.2884820817505,1250,144.73616721908198
8683.880046280046,1208.9175468538751,1250,129.60305528943175
9829.155996203219,1131.9989292076066,1250,133.42619870305273
11590.782651043359,1204.420297064145,1250,149.45326431376776
11511.145071944315,1200.6752646293291,1250,148.70721384219846
10460.255889317732,1130.7334189287624,1250,137.56604758208596
9433.906324702246,1249.1217036298633,1250,137.31189105213932
10427.69745763359,1271.7584479910224,1250,145.66543768424972
10376.678286954575,1039.6294887595097,1250,131.37975943036884
9193.631323287584,1301.9931463378434,1250,138.39101111200742
8041.534634596663,1235.1128689806724,1250,126.06159074702573
9888.119900930818,1301.9498240966832,1250,143.52051262820262
10416.621186070755,1120.3223664349846,1250,136.64537283017282
9290.649961698336,1137.2659832403697,1250,130.0211685142567
10580.063047370628,923.7343584533706,1250,125.048264291571
10157.379444357062,1094.035849532716,1250,133.34188988871173
10190.835297807256,1241.3397343804043,1250,142.2689778226835
8337.673417071313,1172.7760287599242,1250,125.08060453432472
10155.570356800246,1210.5540114330176,1250,140.25044133300847
9877.799046884034,1053.4934976223185,1250,129.0345508255042
8931.371969353459,1034.6343212695378,1250,121.59410495919802
10554.045570839753,1186.1314989832078,1250,141.5258896076742
9948.246760707287,995.3407867386127,1250,125.86911142911748
9966.397202738795,1276.036448637922,1250,142.64633801004626
8158.160425425721,1135.7512489506034,1250,121.75806103789037
8429.650868455195,1149.5661510324135,1250,124.51789463942653
9099.008102429078,1245.7090600369925,1250,134.66828479220135
10169.239563426392,1354.9805286760852,1250,148.4809568928501
9945.922150699505,1240.6185362525127,1250,140.5081940971829
9442.292518351522,1067.6322418525706,1250,127.00170663165368
10834.762434690087,1349.1906064256495,1250,152.93480807056247
10705.655699238252,1215.747374775544,1250,144.30729884021665
9025.906445514724,1336.9953808112336,1250,138.95377778405322
10579.509315637011,1442.9854331195336,1250,156.28731404444375
8845.576049760093,1303.5079801496856,1250,135.82505789364916
10549.106504874799,1158.9567359702332,1250,139.86254991121564
11363.834880203103,1248.2814178109459,1250,150.65331813686367
9063.106971538346,1185.7993180470708,1250,131.1306284053444
9051.141192896888,1143.7781141537384,1250,128.7011869692013
10703.826153539732,1318.712885428106,1250,150.28119494896336
10221.212333789364,1109.991014809256,1250,134.73205320762386
10381.608420395358,1286.8079565549165,1250,146.2006091215889
8027.8882547602825,1213.97745300371,1250,124.87225688046027
9809.810201600669,1314.4453506491486,1250,143.63542410001557
10385.689164861498,1258.1222041767342,1250,144.59026879560034
9518.089033619039,1200.1982060558923,1250,135.1952270354532
10943.684969803888,1192.2144320435668,1250,144.4837383831881
10174.669555731574,1015.6851241869521,1250,128.58777864960217
9931.459963672783,958.5600038272669,1250,123.41734270863901
9483.855130641743,1207.621866927228,1250,135.3685980634088
10767.03079448457,1080.1008067857629,1250,136.40808567125302
10373.684143470102,1376.2192085234553,1250,151.13683009193355
9359.256134284378,1014.3536493932811,1250,123.2467159183907
